TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha,ECOZONE,ZONE_NAME,FTEAREA
"084075","5","7","84",S10,S10,9510.942,"9",Boreal PLain,9510.942
"086075","5","7","86",S10,S10,9463.274,"9",Boreal PLain,9463.272
"090075","5","7","90",P21,P21,9475.128,"9",Boreal PLain,9475.126
"094075","5","7","94",P21,P21,9464.143,"9",Boreal PLain,9464.140
"097075","5","7","97",F26,F26,9489.543,"9",Boreal PLain,9489.543
"100075","5","7","100",F26,F26,9511.765,"9",Boreal PLain,9511.765
"104075","5","7","104",F26,F26,9511.936,"9",Boreal PLain,9511.936
"107075","5","7","107",F26,F26,9515.878,"9",Boreal PLain,9515.880
"111075","5","7","111",F23,F23,9532.127,"9",Boreal PLain,3545.306
"111075","5","7","111",F23,F23,9532.127,"4",Taiga Plain,5986.823
"114075","5","7","114",F23,F23,9461.407,"4",Taiga Plain,9461.404
"117075","5","7","117",F10,F10,9484.515,"4",Taiga Plain,9484.515
"021085","5","8","21",B11,B11,9164.433,"14",Montane Cordillera,9164.433
"025085","5","8","25",B11,B11,1144.075,"14",Montane Cordillera,1144.078
"025085","5","8","25",BO1,B51,1806.194,"14",Montane Cordillera,1806.192
"025085","5","8","25",BO2,B52,6528.815,"14",Montane Cordillera,6528.814
"029085","5","8","29",B12,B12,9484.128,"9",Boreal PLain,9484.128
"031085","5","8","31",B12,B12,5701.793,"9",Boreal PLain,5701.794
"031085","5","8","31",R10,R10,3841.682,"9",Boreal PLain,3841.684
"035085","5","8","35",R10,R10,9556.171,"9",Boreal PLain,9556.173
"039085","5","8","39",R10,R10,646.217,"9",Boreal PLain,646.211
"039085","5","8","39",R15,R15,2405.483,"9",Boreal PLain,2405.481
"039085","5","8","39",RO1,R51,6475.927,"9",Boreal PLain,6475.937
"042085","5","8","42",R15,R15,9295.963,"9",Boreal PLain,9295.961
"042085","5","8","42",RO1,R51,199.102,"9",Boreal PLain,199.103
"045085","5","8","45",R14,R14,3173.107,"9",Boreal PLain,3173.099
"045085","5","8","45",R15,R15,3970.236,"9",Boreal PLain,3970.240
"045085","5","8","45",RO1,R51,2378.755,"9",Boreal PLain,2378.759
"049085","5","8","49",RO1,R51,9477.799,"9",Boreal PLain,9477.799
"049085","5","8","49",WO2,W52,15.610,"9",Boreal PLain,15.610
"052085","5","8","52",WO2,W52,9505.782,"9",Boreal PLain,9505.782
"056085","5","8","56",WO2,W52,9507.376,"9",Boreal PLain,9507.376
"059085","5","8","59",WO2,W52,9581.780,"9",Boreal PLain,9581.782
"062085","5","8","62",W14,W14,6118.315,"9",Boreal PLain,6118.305
"062085","5","8","62",WO2,W52,3356.038,"9",Boreal PLain,3356.046
"066085","5","8","66",W14,W14,9456.482,"9",Boreal PLain,9456.480
"070085","5","8","70",S20,S20,9460.292,"9",Boreal PLain,9460.290
"072085","5","8","72",S20,S20,9504.281,"9",Boreal PLain,9504.281
"076085","5","8","76",S17,S17,9508.974,"9",Boreal PLain,9508.974
"080085","5","8","80",S19,S19,9510.731,"9",Boreal PLain,9510.731
"096175","5","17","96",P21,P21,9510.892,"9",Boreal PLain,9510.892
"098175","5","17","98",P21,P21,9470.051,"9",Boreal PLain,9470.050
"102175","5","17","102",FO1,F51,9465.441,"9",Boreal PLain,9465.440
"106175","5","17","106",F11,F11,9438.271,"9",Boreal PLain,9438.270
"109175","5","17","109",FO1,F51,9489.849,"9",Boreal PLain,9489.849
"112175","5","17","112",F26,F26,9513.030,"9",Boreal PLain,9280.919
"112175","5","17","112",F26,F26,9513.030,"4",Taiga Plain,232.111
"116175","5","17","116",F26,F26,9510.312,"4",Taiga Plain,9510.312
"119175","5","17","119",F26,F26,9546.306,"4",Taiga Plain,9546.307
"018085","5","8","18",B11,B11,1163.394,"14",Montane Cordillera,1163.394
"028085","5","8","28",B12,B12,9501.731,"9",Boreal PLain,9501.731
"033085","5","8","33",B12,B12,2383.793,"9",Boreal PLain,2383.792
"033085","5","8","33",R10,R10,7103.735,"9",Boreal PLain,7103.736
"043085","5","8","43",R15,R15,9611.618,"9",Boreal PLain,9611.620
"048085","5","8","48",R15,R15,0.002,"9",Boreal PLain,0.000
"048085","5","8","48",RO1,R51,9507.954,"9",Boreal PLain,9507.952
"058085","5","8","58",WO2,W52,9484.076,"9",Boreal PLain,9484.074
"063085","5","8","63",W14,W14,9520.288,"9",Boreal PLain,9520.290
"073085","5","8","73",S20,S20,7271.387,"9",Boreal PLain,7271.392
"073085","5","8","73",SO2,S52,2226.787,"9",Boreal PLain,2226.782
"078085","5","8","78",S17,S17,3157.509,"9",Boreal PLain,3157.517
"078085","5","8","78",S19,S19,6327.263,"9",Boreal PLain,6327.252
"105175","5","17","105",F11,F11,9478.195,"9",Boreal PLain,9478.193
"105175","5","17","105",FO1,F51,12.902,"9",Boreal PLain,12.900
"110175","5","17","110",F11,F11,3728.574,"9",Boreal PLain,3728.563
"110175","5","17","110",FO1,F51,5731.660,"9",Boreal PLain,5731.668
"120175","5","17","120",F26,F26,9511.267,"4",Taiga Plain,9511.267
"125175","5","17","125",F10,F10,9485.878,"4",Taiga Plain,9485.878
"041185","5","18","41",R11,R11,7184.107,"14",Montane Cordillera,7184.111
"041185","5","18","41",R15,R15,2298.352,"14",Montane Cordillera,2298.348
"046185","5","18","46",E14,E14,5130.061,"9",Boreal PLain,5130.061
"046185","5","18","46",R13,R13,4327.055,"9",Boreal PLain,4327.053
"056185","5","18","56",E14,E14,9501.103,"9",Boreal PLain,9501.103
"061185","5","18","61",W14,W14,9490.970,"9",Boreal PLain,9490.970
"071185","5","18","71",S16,S16,2985.142,"9",Boreal PLain,2985.149
"071185","5","18","71",SO2,S52,6562.814,"9",Boreal PLain,6562.808
"076185","5","18","76",PO5,P55,6556.065,"9",Boreal PLain,6556.064
"076185","5","18","76",SO2,S52,2958.870,"9",Boreal PLain,2958.869
"086185","5","18","86",P21,P21,9462.362,"9",Boreal PLain,9462.360
"091185","5","18","91",P21,P21,9561.077,"9",Boreal PLain,9561.078
"101185","5","18","101",FO1,F51,326.267,"9",Boreal PLain,326.266
"101185","5","18","101",P21,P21,9160.280,"9",Boreal PLain,9160.282
"106185","5","18","106",F11,F11,9433.040,"9",Boreal PLain,9433.039
"116185","5","18","116",F26,F26,9510.302,"4",Taiga Plain,9510.302
"121185","5","18","121",F26,F26,9486.820,"4",Taiga Plain,9486.820
"038195","5","19","38",R11,R11,9385.509,"14",Montane Cordillera,9385.507
"048195","5","19","48",E14,E14,9508.090,"9",Boreal PLain,9508.090
"053195","5","19","53",EO1,E51,333.254,"9",Boreal PLain,333.256
"053195","5","19","53",R13,R13,0.004,"9",Boreal PLain,0.000
"053195","5","19","53",R15,R15,9146.345,"9",Boreal PLain,9146.339
"063195","5","19","63",W14,W14,9535.688,"9",Boreal PLain,9535.690
"068195","5","19","68",S21,S21,9508.280,"9",Boreal PLain,9508.280
"078195","5","19","78",PO5,P55,5077.123,"9",Boreal PLain,5077.127
"078195","5","19","78",S21,S21,527.374,"9",Boreal PLain,527.370
"078195","5","19","78",S26,S26,3875.905,"9",Boreal PLain,3875.904
"083195","5","19","83",PO5,P55,9462.725,"9",Boreal PLain,9462.728
"093195","5","19","93",P21,P21,9484.323,"9",Boreal PLain,9484.323
"098195","5","19","98",P21,P21,5909.413,"9",Boreal PLain,5909.411
"098195","5","19","98",PO5,P55,3562.403,"9",Boreal PLain,3562.403
"108195","5","19","108",F11,F11,3956.268,"9",Boreal PLain,3956.263
"108195","5","19","108",FO1,F51,5554.579,"9",Boreal PLain,5554.581
"114195","5","19","114",F26,F26,9462.751,"4",Taiga Plain,9462.749
"119195","5","19","119",F26,F26,9546.447,"4",Taiga Plain,9546.450
"036205","5","20","36",R11,R11,7238.530,"14",Montane Cordillera,7238.531
"085084","4","8","85",A16,A16,9487.478,"9",Boreal PLain,9487.478
"090084","4","8","90",A16,A16,9471.187,"9",Boreal PLain,9471.185
"100084","4","8","100",A16,A16,9514.894,"9",Boreal PLain,9514.894
"105084","4","8","105",A12,A12,9490.533,"9",Boreal PLain,9490.533
"115084","4","8","115",A13,A13,8663.638,"9",Boreal PLain,32.127
"115084","4","8","115",A13,A13,8663.638,"5",Taiga Shield,8631.513
"120084","4","8","120",A13,A13,9511.024,"5",Taiga Shield,9511.024
"063094","4","9","63",LO1,L51,9517.593,"9",Boreal PLain,9517.594
"068094","4","9","68",L1,L01,4753.392,"9",Boreal PLain,4753.392
"068094","4","9","68",L9,L09,4755.355,"9",Boreal PLain,4755.355
"078094","4","9","78",L11,L11,9460.167,"9",Boreal PLain,9460.165
"083094","4","9","83",A16,A16,9539.697,"9",Boreal PLain,9539.698
"093094","4","9","93",A16,A16,9484.027,"9",Boreal PLain,9484.027
"098094","4","9","98",A16,A16,9463.293,"9",Boreal PLain,9463.292
"108094","4","9","108",A12,A12,9513.264,"9",Boreal PLain,9513.264
"118094","4","9","118",A13,A13,5918.681,"9",Boreal PLain,5074.762
"118094","4","9","118",A13,A13,5918.681,"5",Taiga Shield,843.911
"061104","4","10","61",LO1,L51,9489.047,"9",Boreal PLain,9489.047
"103234","4","23","103",A9,A09,9544.931,"9",Boreal PLain,9544.933
"047244","4","24","47",RO1,R51,3966.011,"10",Prairie,3966.013
"062244","4","24","62",LO1,L51,3888.741,"9",Boreal PLain,3888.740
"062244","4","24","62",SO1,S51,5508.601,"9",Boreal PLain,5508.599
"067244","4","24","67",S23,S23,2997.447,"9",Boreal PLain,2997.447
"067244","4","24","67",SO1,S51,6558.489,"9",Boreal PLain,6558.490
"077244","4","24","77",S18,S18,9491.435,"9",Boreal PLain,9491.435
"082244","4","24","82",S18,S18,9466.164,"9",Boreal PLain,9466.164
"092244","4","24","92",S22,S22,9507.336,"9",Boreal PLain,9507.336
"097244","4","24","97",A9,A09,9483.605,"9",Boreal PLain,9483.605
"102244","4","24","102",A9,A09,9462.148,"9",Boreal PLain,9462.146
"005254","4","25","5",CO1,C51,4137.452,"10",Prairie,4137.452
"057104","4","10","57",LO1,L51,9478.570,"9",Boreal PLain,9478.570
"057244","4","24","57",LO1,L51,9486.174,"10",Prairie,9486.174
"072244","4","24","72",L2,L02,7737.368,"9",Boreal PLain,7737.369
"072244","4","24","72",S23,S23,1772.811,"9",Boreal PLain,1772.810
"087244","4","24","87",S22,S22,9529.303,"9",Boreal PLain,9529.305
"050254","4","25","50",RO1,R51,7265.397,"10",Prairie,7265.392
"065254","4","25","65",S23,S23,2566.137,"9",Boreal PLain,2566.130
"065254","4","25","65",SO1,S51,6918.292,"9",Boreal PLain,6918.298
"080254","4","25","80",S17,S17,276.631,"9",Boreal PLain,276.631
"080254","4","25","80",S18,S18,9228.543,"9",Boreal PLain,9228.543
"084085","5","8","84",S10,S10,9510.919,"9",Boreal PLain,9510.919
"104085","5","8","104",F26,F26,9510.723,"9",Boreal PLain,9510.723
"119085","5","8","119",F10,F10,9543.635,"4",Taiga Plain,9543.636
"024095","5","9","24",B11,B11,4702.564,"14",Montane Cordillera,4702.563
"024095","5","9","24",BO1,B51,1670.091,"14",Montane Cordillera,1670.083
"024095","5","9","24",BO2,B52,3133.153,"14",Montane Cordillera,3133.163
"039095","5","9","39",R10,R10,8180.610,"9",Boreal PLain,8180.609
"039095","5","9","39",R15,R15,175.723,"9",Boreal PLain,175.724
"039095","5","9","39",RO1,R51,1205.383,"9",Boreal PLain,1205.385
"054095","5","9","54",WO2,W52,9453.969,"9",Boreal PLain,9453.968
"069095","5","9","69",S20,S20,9485.405,"9",Boreal PLain,9485.405
"084095","5","9","84",S10,S10,9511.473,"9",Boreal PLain,9511.473
"099095","5","9","99",F26,F26,9544.520,"9",Boreal PLain,9544.521
"114095","5","9","114",F10,F10,9460.107,"4",Taiga Plain,9460.106
"034105","5","10","34",R10,R10,9476.237,"9",Boreal PLain,9476.236
"049105","5","10","49",R15,R15,9492.582,"9",Boreal PLain,9492.582
"069105","5","10","69",S20,S20,9485.592,"9",Boreal PLain,9485.592
"084105","5","10","84",S10,S10,9511.532,"9",Boreal PLain,9511.532
"099105","5","10","99",F26,F26,9544.601,"9",Boreal PLain,9544.603
"052205","5","20","52",E14,E14,2862.153,"9",Boreal PLain,2862.152
"052205","5","20","52",R13,R13,5147.658,"9",Boreal PLain,5147.657
"052205","5","20","52",R15,R15,1495.818,"9",Boreal PLain,1495.819
"067205","5","20","67",S21,S21,9325.611,"9",Boreal PLain,9325.611
"067205","5","20","67",SO2,S52,199.743,"9",Boreal PLain,199.743
"082205","5","20","82",PO5,P55,9451.829,"9",Boreal PLain,9451.827
"097205","5","20","97",P21,P21,70.739,"9",Boreal PLain,70.739
"097205","5","20","97",PO5,P55,9419.257,"9",Boreal PLain,9419.258
"112205","5","20","112",F26,F26,9512.711,"4",Taiga Plain,9512.711
"127205","5","20","127",F20,F20,15.557,"4",Taiga Plain,15.609
"127205","5","20","127",F26,F26,14.423,"4",Taiga Plain,14.456
"045215","5","21","45",E13,E13,5095.576,"14",Montane Cordillera,5095.582
"045215","5","21","45",E14,E14,4397.619,"14",Montane Cordillera,4397.614
"060215","5","21","60",W15,W15,9507.479,"9",Boreal PLain,9507.480
"075215","5","21","75",GO4,G54,1446.988,"9",Boreal PLain,1446.988
"075215","5","21","75",PO5,P55,4706.002,"9",Boreal PLain,4705.994
"075215","5","21","75",SO2,S52,3342.682,"9",Boreal PLain,3342.693
"090215","5","21","90",P21,P21,4183.678,"9",Boreal PLain,4183.678
"090215","5","21","90",PO5,P55,5286.455,"9",Boreal PLain,5286.454
"110215","5","21","110",F26,F26,9462.386,"9",Boreal PLain,9118.823
"110215","5","21","110",F26,F26,9462.386,"4",Taiga Plain,343.561
"125215","5","21","125",F20,F20,9484.688,"4",Taiga Plain,9484.688
"045225","5","22","45",E13,E13,6437.818,"14",Montane Cordillera,6437.820
"045225","5","22","45",E14,E14,3044.143,"14",Montane Cordillera,3044.142
"060225","5","22","60",W15,W15,9507.221,"9",Boreal PLain,9507.221
"075225","5","22","75",GO4,G54,9008.539,"9",Boreal PLain,9008.540
"075225","5","22","75",PO5,P55,489.359,"9",Boreal PLain,489.360
"075225","5","22","75",SO2,S52,11.672,"9",Boreal PLain,11.672
"069124","4","12","69",L1,L01,9480.201,"9",Boreal PLain,9480.201
"084124","4","12","84",A16,A16,9505.965,"9",Boreal PLain,9505.965
"099124","4","12","99",A16,A16,9539.451,"9",Boreal PLain,9539.453
"067134","4","13","67",LO1,L51,9540.419,"9",Boreal PLain,9540.421
"082134","4","13","82",A16,A16,9470.645,"9",Boreal PLain,9470.643
"097134","4","13","97",A16,A16,9484.048,"9",Boreal PLain,9484.048
"093225","5","22","93",PO5,P55,9487.831,"9",Boreal PLain,9487.831
"108225","5","22","108",F11,F11,9511.197,"9",Boreal PLain,9511.197
"123225","5","22","123",F26,F26,9537.788,"4",Taiga Plain,9537.791
"044235","5","23","44",E13,E13,1195.462,"14",Montane Cordillera,1195.463
"064235","5","23","64",G15,G15,9506.620,"9",Boreal PLain,9506.620
"079235","5","23","79",GO3,G53,5536.642,"9",Boreal PLain,5536.643
"079235","5","23","79",PO5,P55,4011.219,"9",Boreal PLain,4011.219
"094235","5","23","94",P14,P14,2095.063,"9",Boreal PLain,2095.060
"094235","5","23","94",P20,P20,3975.473,"9",Boreal PLain,3975.469
"094235","5","23","94",PO5,P55,3409.098,"9",Boreal PLain,3409.104
"109235","5","23","109",F26,F26,9487.498,"9",Boreal PLain,9487.498
"124235","5","23","124",F20,F20,8970.473,"4",Taiga Plain,8970.473
"047245","5","24","47",E13,E13,8649.805,"14",Montane Cordillera,8649.807
"047245","5","24","47",E14,E14,705.373,"14",Montane Cordillera,705.373
"062245","5","24","62",W15,W15,9473.309,"9",Boreal PLain,9473.307
"077245","5","24","77",GO3,G53,3455.682,"9",Boreal PLain,3455.677
"077245","5","24","77",PO5,P55,2398.804,"9",Boreal PLain,2398.805
"077245","5","24","77",S19,S19,3632.425,"9",Boreal PLain,3632.429
"092245","5","24","92",P14,P14,5683.985,"9",Boreal PLain,5683.982
"092245","5","24","92",PO5,P55,3828.458,"9",Boreal PLain,3828.461
"107245","5","24","107",F11,F11,8485.848,"9",Boreal PLain,6023.364
"107245","5","24","107",F11,F11,8485.848,"4",Taiga Plain,2462.486
"122245","5","24","122",F26,F26,1734.217,"4",Taiga Plain,1734.217
"050255","5","25","50",E14,E14,8203.072,"9",Boreal PLain,7044.142
"050255","5","25","50",E14,E14,8203.072,"14",Montane Cordillera,1158.932
"050255","5","25","50",E9,E09,1046.490,"9",Boreal PLain,1046.487
"050255","5","25","50",H1,H01,207.084,"9",Boreal PLain,207.084
"063026","6","2","63",G15,G15,9364.447,"9",Boreal PLain,9364.448
"063026","6","2","63",G16,G16,166.010,"9",Boreal PLain,166.010
"078026","6","2","78",GO3,G53,9505.190,"9",Boreal PLain,9505.188
"093026","6","2","93",P20,P20,9487.776,"9",Boreal PLain,9487.776
"108026","6","2","108",F26,F26,9512.108,"4",Taiga Plain,9512.108
"124026","6","2","124",F20,F20,9510.274,"4",Taiga Plain,9510.274
"067036","6","3","67",G15,G15,9534.126,"9",Boreal PLain,9534.128
"082036","6","3","82",PO2,P52,9479.951,"9",Boreal PLain,9479.949
"097036","6","3","97",P20,P20,9487.900,"9",Boreal PLain,9487.900
"112036","6","3","112",F26,F26,9511.430,"4",Taiga Plain,9511.430
"127036","6","3","127",F20,F20,29.770,"4",Taiga Plain,30.171
"059046","6","4","59",E8,E08,5274.918,"9",Boreal PLain,10.394
"059046","6","4","59",E8,E08,5274.918,"14",Montane Cordillera,5264.525
"059046","6","4","59",G15,G15,4261.431,"9",Boreal PLain,989.974
"059046","6","4","59",G15,G15,4261.431,"14",Montane Cordillera,3271.459
"079046","6","4","79",GO3,G53,9556.515,"9",Boreal PLain,9556.517
"094046","6","4","94",P20,P20,9459.757,"9",Boreal PLain,9459.756
"113046","6","4","113",F14,F14,792.366,"4",Taiga Plain,792.368
"113046","6","4","113",F26,F26,8694.493,"4",Taiga Plain,8694.491
"060056","6","5","60",E8,E08,91.757,"9",Boreal PLain,91.756
"060056","6","5","60",G15,G15,1743.543,"9",Boreal PLain,1743.542
"060056","6","5","60",G16,G16,7670.834,"9",Boreal PLain,7670.837
"075056","6","5","75",G16,G16,8926.122,"9",Boreal PLain,8926.123
"075056","6","5","75",GO1,G51,198.354,"9",Boreal PLain,198.355
"075056","6","5","75",GO3,G53,394.669,"9",Boreal PLain,394.668
"090056","6","5","90",P19,P19,9485.540,"9",Boreal PLain,9485.539
"105056","6","5","105",F26,F26,9486.391,"9",Boreal PLain,0.311
"105056","6","5","105",F26,F26,9486.391,"4",Taiga Plain,9486.080
"120056","6","5","120",F20,F20,9510.328,"4",Taiga Plain,9510.328
"069066","6","6","69",GO1,G51,9491.852,"9",Boreal PLain,9491.852
"084066","6","6","84",PO2,P52,9516.469,"9",Boreal PLain,9516.469
"123175","5","17","123",F26,F26,9537.356,"4",Taiga Plain,9537.357
"127175","5","17","127",F26,F26,31.618,"4",Taiga Plain,31.726
"034185","5","18","34",R11,R11,1572.701,"14",Montane Cordillera,1572.702
"038185","5","18","38",R11,R11,9482.164,"14",Montane Cordillera,9482.163
"042185","5","18","42",R11,R11,795.925,"14",Montane Cordillera,795.928
"042185","5","18","42",R13,R13,1849.615,"9",Boreal PLain,801.250
"042185","5","18","42",R13,R13,1849.615,"14",Montane Cordillera,1048.366
"042185","5","18","42",R15,R15,6842.499,"9",Boreal PLain,2286.972
"042185","5","18","42",R15,R15,6842.499,"14",Montane Cordillera,4555.521
"044185","5","18","44",R11,R11,0.001,"9",Boreal PLain,0.000
"044185","5","18","44",R13,R13,7130.424,"9",Boreal PLain,7130.423
"044185","5","18","44",R15,R15,2370.532,"9",Boreal PLain,2370.532
"048185","5","18","48",E14,E14,9507.730,"9",Boreal PLain,9507.730
"052185","5","18","52",EO1,E51,150.876,"9",Boreal PLain,150.875
"052185","5","18","52",R13,R13,9349.830,"9",Boreal PLain,9349.828
"052185","5","18","52",R15,R15,0.005,"9",Boreal PLain,0.000
"055185","5","18","55",E14,E14,9514.962,"9",Boreal PLain,9514.964
"058185","5","18","58",W15,W15,9140.713,"9",Boreal PLain,9140.712
"058185","5","18","58",W16,W16,320.569,"9",Boreal PLain,320.569
"062185","5","18","62",W14,W14,9478.305,"9",Boreal PLain,9478.303
"065185","5","18","65",W14,W14,9489.500,"9",Boreal PLain,9489.500
"069185","5","18","69",S21,S21,9484.972,"9",Boreal PLain,9484.972
"072185","5","18","72",SO2,S52,9503.018,"9",Boreal PLain,9503.018
"075185","5","18","75",PO5,P55,0.004,"9",Boreal PLain,0.000
"075185","5","18","75",SO2,S52,9505.805,"9",Boreal PLain,9505.810
"079185","5","18","79",S21,S21,9562.099,"9",Boreal PLain,9562.101
"083185","5","18","83",P21,P21,9503.189,"9",Boreal PLain,9503.191
"085185","5","18","85",P21,P21,9488.070,"9",Boreal PLain,9488.070
"089185","5","18","89",P21,P21,9489.601,"9",Boreal PLain,9489.601
"093185","5","18","93",P21,P21,9513.411,"9",Boreal PLain,9513.411
"097185","5","18","97",P21,P21,9490.500,"9",Boreal PLain,9490.500
"099185","5","18","99",P21,P21,8773.708,"9",Boreal PLain,8773.709
"099185","5","18","99",PO5,P55,765.695,"9",Boreal PLain,765.695
"103185","5","18","103",FO1,F51,9539.473,"9",Boreal PLain,9539.474
"107185","5","18","107",F11,F11,9513.416,"9",Boreal PLain,9513.420
"107185","5","18","107",FO1,F51,0.002,"9",Boreal PLain,0.000
"110185","5","18","110",F11,F11,328.463,"9",Boreal PLain,328.463
"110185","5","18","110",FO1,F51,9135.257,"9",Boreal PLain,9135.257
"113185","5","18","113",F26,F26,9489.737,"4",Taiga Plain,9489.737
"117185","5","18","117",F26,F26,9486.184,"4",Taiga Plain,9486.184
"120185","5","18","120",F26,F26,9511.253,"4",Taiga Plain,9511.253
"124185","5","18","124",F26,F26,9510.511,"4",Taiga Plain,9510.511
"127185","5","18","127",F26,F26,30.795,"4",Taiga Plain,30.924
"036195","5","19","36",R11,R11,9496.005,"14",Montane Cordillera,9496.005
"040195","5","19","40",R11,R11,9501.965,"14",Montane Cordillera,9501.965
"042195","5","19","42",R11,R11,7449.150,"14",Montane Cordillera,7449.152
"042195","5","19","42",R13,R13,1663.369,"14",Montane Cordillera,1663.366
"042195","5","19","42",R15,R15,388.727,"14",Montane Cordillera,388.725
"046195","5","19","46",E14,E14,4922.758,"9",Boreal PLain,4922.759
"046195","5","19","46",R13,R13,4529.266,"9",Boreal PLain,4529.264
"050195","5","19","50",E14,E14,8752.551,"9",Boreal PLain,8752.549
"050195","5","19","50",R15,R15,688.678,"9",Boreal PLain,688.678
"054195","5","19","54",E14,E14,9457.962,"9",Boreal PLain,9457.961
"056195","5","19","56",E14,E14,9507.895,"9",Boreal PLain,9507.895
"060195","5","19","60",W14,W14,9506.969,"9",Boreal PLain,9506.969
"064195","5","19","64",W14,W14,9508.868,"9",Boreal PLain,9508.868
"067195","5","19","67",S21,S21,9519.676,"9",Boreal PLain,9519.677
"070195","5","19","70",SO2,S52,9495.487,"9",Boreal PLain,9495.485
"074195","5","19","74",GO4,G54,11.209,"9",Boreal PLain,11.209
"074195","5","19","74",SO2,S52,9420.816,"9",Boreal PLain,9420.816
"077195","5","19","77",PO5,P55,8501.803,"9",Boreal PLain,8501.804
"077195","5","19","77",S26,S26,990.122,"9",Boreal PLain,990.121
"081195","5","19","81",PO5,P55,9486.486,"9",Boreal PLain,9486.486
"084195","5","19","84",PO5,P55,9473.701,"9",Boreal PLain,9473.701
"087195","5","19","87",P21,P21,9535.389,"9",Boreal PLain,9535.390
"091195","5","19","91",P21,P21,9526.494,"9",Boreal PLain,9526.496
"095195","5","19","95",P21,P21,8841.957,"9",Boreal PLain,8841.958
"095195","5","19","95",PO5,P55,708.498,"9",Boreal PLain,708.498
"097195","5","19","97",P21,P21,7428.594,"9",Boreal PLain,7428.593
"097195","5","19","97",PO5,P55,2060.125,"9",Boreal PLain,2060.126
"101195","5","19","101",F11,F11,7213.102,"9",Boreal PLain,7213.102
"101195","5","19","101",PO5,P55,2273.829,"9",Boreal PLain,2273.829
"105195","5","19","105",F11,F11,9487.909,"9",Boreal PLain,9487.906
"105195","5","19","105",M1,M01,0.004,"9",Boreal PLain,0.000
"109195","5","19","109",F11,F11,0.002,"9",Boreal PLain,0.000
"109195","5","19","109",FO1,F51,9485.959,"9",Boreal PLain,9485.957
"112195","5","19","112",F26,F26,9512.762,"9",Boreal PLain,705.819
"112195","5","19","112",F26,F26,9512.762,"4",Taiga Plain,8806.944
"115195","5","19","115",F26,F26,9541.292,"4",Taiga Plain,9541.295
"118195","5","19","118",F26,F26,9462.630,"4",Taiga Plain,9462.627
"122195","5","19","122",F26,F26,9453.955,"4",Taiga Plain,9453.953
"126195","5","19","126",F26,F26,9678.567,"4",Taiga Plain,9678.567
"038205","5","20","38",R11,R11,4520.750,"14",Montane Cordillera,4520.751
"079084","4","8","79",L11,L11,9528.981,"9",Boreal PLain,9528.983
"083084","4","8","83",A16,A16,9540.230,"9",Boreal PLain,9540.232
"086084","4","8","86",A16,A16,9460.271,"9",Boreal PLain,9460.269
"089084","4","8","89",A16,A16,9487.161,"9",Boreal PLain,9487.161
"093084","4","8","93",A16,A16,9482.265,"9",Boreal PLain,9482.265
"097084","4","8","97",A16,A16,9484.564,"9",Boreal PLain,9484.564
"099084","4","8","99",A16,A16,9536.741,"9",Boreal PLain,9536.743
"103084","4","8","103",A10,A10,9539.417,"9",Boreal PLain,6082.978
"103084","4","8","103",A10,A10,9539.417,"6",Boreal Shield,3456.441
"107084","4","8","107",A12,A12,9592.573,"9",Boreal PLain,9592.575
"111084","4","8","111",A12,A12,335.328,"9",Boreal PLain,262.350
"111084","4","8","111",A12,A12,335.328,"6",Boreal Shield,72.979
"111084","4","8","111",A13,A13,115.595,"9",Boreal PLain,115.159
"111084","4","8","111",A13,A13,115.595,"6",Boreal Shield,0.435
"113084","4","8","113",A13,A13,4866.430,"9",Boreal PLain,2483.627
"113084","4","8","113",A13,A13,4866.430,"5",Taiga Shield,2382.805
"117084","4","8","117",A13,A13,9488.661,"9",Boreal PLain,1395.767
"117084","4","8","117",A13,A13,9488.661,"5",Taiga Shield,8092.894
"121084","4","8","121",A13,A13,9486.523,"9",Boreal PLain,33.196
"121084","4","8","121",A13,A13,9486.523,"5",Taiga Shield,9453.327
"124084","4","8","124",A13,A13,9511.278,"5",Taiga Shield,9511.278
"127084","4","8","127",A13,A13,30.068,"5",Taiga Shield,30.154
"055094","4","9","55",LO1,L51,4838.051,"9",Boreal PLain,4838.054
"059094","4","9","59",LO1,L51,9543.103,"9",Boreal PLain,9543.104
"062094","4","9","62",LO1,L51,9484.742,"9",Boreal PLain,9484.742
"066094","4","9","66",LO1,L51,9457.903,"9",Boreal PLain,9457.901
"069094","4","9","69",L1,L01,4744.714,"9",Boreal PLain,4744.714
"069094","4","9","69",L9,L09,4744.833,"9",Boreal PLain,4744.833
"072094","4","9","72",L1,L01,4753.575,"9",Boreal PLain,4753.575
"072094","4","9","72",L9,L09,4753.586,"9",Boreal PLain,4753.586
"076094","4","9","76",L11,L11,9515.207,"9",Boreal PLain,9515.207
"080094","4","9","80",L11,L11,9507.626,"9",Boreal PLain,9507.626
"082094","4","9","82",A16,A16,9469.174,"9",Boreal PLain,9469.173
"086094","4","9","86",A16,A16,9450.730,"9",Boreal PLain,9450.729
"090094","4","9","90",A16,A16,9460.777,"9",Boreal PLain,9460.776
"094094","4","9","94",A16,A16,9457.010,"9",Boreal PLain,9457.009
"096094","4","9","96",A16,A16,9501.668,"9",Boreal PLain,9501.668
"100094","4","9","100",A16,A16,9515.623,"9",Boreal PLain,9515.623
