TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha,ECOZONE,ZONE_NAME,FTEAREA
"037195","5","19","37",R11,R11,3126.586,"14",Montane Cordillera,3126.586
"039195","5","19","39",R11,R11,9548.442,"14",Montane Cordillera,9548.444
"041195","5","19","41",R11,R11,9493.161,"14",Montane Cordillera,9493.161
"044195","5","19","44",E14,E14,691.371,"9",Boreal PLain,510.049
"044195","5","19","44",E14,E14,691.371,"14",Montane Cordillera,181.324
"044195","5","19","44",R11,R11,0.006,"9",Boreal PLain,0.000
"044195","5","19","44",R11,R11,0.006,"14",Montane Cordillera,0.000
"044195","5","19","44",R15,R15,8813.283,"9",Boreal PLain,6338.139
"044195","5","19","44",R15,R15,8813.283,"14",Montane Cordillera,2475.137
"045195","5","19","45",E14,E14,4606.727,"9",Boreal PLain,4196.120
"045195","5","19","45",E14,E14,4606.727,"14",Montane Cordillera,410.605
"045195","5","19","45",R13,R13,4740.371,"9",Boreal PLain,4648.249
"045195","5","19","45",R13,R13,4740.371,"14",Montane Cordillera,92.125
"045195","5","19","45",R15,R15,142.255,"9",Boreal PLain,142.254
"047195","5","19","47",E14,E14,9510.174,"9",Boreal PLain,9510.176
"049195","5","19","49",E14,E14,9484.175,"9",Boreal PLain,9484.175
"051195","5","19","51",E14,E14,1983.283,"9",Boreal PLain,1983.282
"051195","5","19","51",R13,R13,0.002,"9",Boreal PLain,0.000
"051195","5","19","51",R15,R15,7530.345,"9",Boreal PLain,7530.350
"052195","5","19","52",EO1,E51,64.716,"9",Boreal PLain,64.715
"052195","5","19","52",R13,R13,9038.441,"9",Boreal PLain,9038.439
"052195","5","19","52",R15,R15,400.142,"9",Boreal PLain,400.145
"055195","5","19","55",E14,E14,9520.986,"9",Boreal PLain,9520.987
"057195","5","19","57",E14,E14,9483.580,"9",Boreal PLain,9483.580
"059195","5","19","59",W14,W14,7605.131,"9",Boreal PLain,7605.132
"059195","5","19","59",W15,W15,1937.765,"9",Boreal PLain,1937.764
"061195","5","19","61",W14,W14,9487.535,"9",Boreal PLain,9487.535
"062195","5","19","62",W14,W14,9488.026,"9",Boreal PLain,9488.024
"065195","5","19","65",W14,W14,9488.777,"9",Boreal PLain,9488.777
"066195","5","19","66",S21,S21,1548.470,"9",Boreal PLain,1548.460
"066195","5","19","66",W14,W14,7901.728,"9",Boreal PLain,7901.737
"069195","5","19","69",SO2,S52,9489.572,"9",Boreal PLain,9489.572
"071195","5","19","71",SO2,S52,9565.512,"9",Boreal PLain,9565.513
"072195","5","19","72",SO2,S52,9505.531,"9",Boreal PLain,9505.531
"075195","5","19","75",PO5,P55,4751.779,"9",Boreal PLain,4751.770
"075195","5","19","75",SO2,S52,4747.392,"9",Boreal PLain,4747.402
"076195","5","19","76",PO5,P55,9509.271,"9",Boreal PLain,9509.271
"079195","5","19","79",PO5,P55,3575.059,"9",Boreal PLain,3575.056
"079195","5","19","79",S21,S21,5825.477,"9",Boreal PLain,5825.480
"079195","5","19","79",S26,S26,129.737,"9",Boreal PLain,129.736
"080195","5","19","80",PO5,P55,9504.532,"9",Boreal PLain,9504.531
"080195","5","19","80",S21,S21,0.002,"9",Boreal PLain,0.000
"082195","5","19","82",PO5,P55,9449.745,"9",Boreal PLain,9449.743
"085195","5","19","85",PO5,P55,9450.827,"9",Boreal PLain,9450.827
"086195","5","19","86",PO5,P55,9434.024,"9",Boreal PLain,9434.023
"089195","5","19","89",P21,P21,9488.161,"9",Boreal PLain,9488.161
"090195","5","19","90",P21,P21,9458.029,"9",Boreal PLain,9458.028
"092195","5","19","92",P21,P21,9503.619,"9",Boreal PLain,9503.619
"094195","5","19","94",P21,P21,9475.455,"9",Boreal PLain,9475.454
"096195","5","19","96",P21,P21,9510.012,"9",Boreal PLain,9510.012
"099195","5","19","99",P21,P21,4048.267,"9",Boreal PLain,4048.269
"099195","5","19","99",PO5,P55,5493.249,"9",Boreal PLain,5493.249
"100195","5","19","100",P21,P21,6619.481,"9",Boreal PLain,6619.482
"100195","5","19","100",PO5,P55,2893.484,"9",Boreal PLain,2893.483
"102195","5","19","102",F11,F11,6295.231,"9",Boreal PLain,6295.231
"102195","5","19","102",FO1,F51,525.868,"9",Boreal PLain,525.866
"102195","5","19","102",M1,M01,2646.594,"9",Boreal PLain,2646.594
"104195","5","19","104",F11,F11,3859.670,"9",Boreal PLain,3859.659
"104195","5","19","104",FO1,F51,1523.771,"9",Boreal PLain,1523.776
"104195","5","19","104",M1,M01,4128.628,"9",Boreal PLain,4128.633
"106195","5","19","106",F11,F11,9432.404,"9",Boreal PLain,9432.401
"107195","5","19","107",F11,F11,7923.957,"9",Boreal PLain,7923.966
"107195","5","19","107",FO1,F51,1587.669,"9",Boreal PLain,1587.662
"110195","5","19","110",FO1,F51,9464.521,"9",Boreal PLain,9464.519
"111195","5","19","111",F26,F26,1895.758,"9",Boreal PLain,1823.533
"111195","5","19","111",F26,F26,1895.758,"4",Taiga Plain,72.232
"111195","5","19","111",FO1,F51,7641.683,"9",Boreal PLain,6863.965
"111195","5","19","111",FO1,F51,7641.683,"4",Taiga Plain,777.713
"113195","5","19","113",F26,F26,9489.658,"4",Taiga Plain,9489.658
"116195","5","19","116",F26,F26,9510.255,"4",Taiga Plain,9510.255
"117195","5","19","117",F26,F26,9486.251,"4",Taiga Plain,9486.251
"120195","5","19","120",F26,F26,9511.712,"4",Taiga Plain,9511.712
"121195","5","19","121",F26,F26,9487.038,"4",Taiga Plain,9487.038
"123195","5","19","123",F26,F26,9536.697,"4",Taiga Plain,9536.700
"125195","5","19","125",F26,F26,9485.692,"4",Taiga Plain,9485.692
"127195","5","19","127",F26,F26,29.710,"4",Taiga Plain,29.863
"035205","5","20","35",R11,R11,38.205,"14",Montane Cordillera,38.205
"037205","5","20","37",R11,R11,1348.677,"14",Montane Cordillera,1348.675
"039205","5","20","39",R11,R11,9506.769,"14",Montane Cordillera,9506.772
"040205","5","20","40",R11,R11,9437.680,"14",Montane Cordillera,9437.680
"081084","4","8","81",L11,L11,9486.377,"9",Boreal PLain,9486.377
"082084","4","8","82",L11,L11,9468.649,"9",Boreal PLain,9468.647
"084084","4","8","84",A16,A16,9505.153,"9",Boreal PLain,9505.153
"087084","4","8","87",A16,A16,9523.277,"9",Boreal PLain,9523.280
"088084","4","8","88",A16,A16,9504.200,"9",Boreal PLain,9504.200
"091084","4","8","91",A16,A16,9530.163,"9",Boreal PLain,9530.165
"092084","4","8","92",A16,A16,9502.597,"9",Boreal PLain,9502.597
"094084","4","8","94",A16,A16,9461.033,"9",Boreal PLain,9461.031
"096084","4","8","96",A16,A16,9506.764,"9",Boreal PLain,9506.764
"098084","4","8","98",A16,A16,9455.719,"9",Boreal PLain,9455.717
"101084","4","8","101",A10,A10,9495.994,"9",Boreal PLain,9495.994
"102084","4","8","102",A10,A10,9466.738,"9",Boreal PLain,9208.747
"102084","4","8","102",A10,A10,9466.738,"6",Boreal Shield,257.988
"104084","4","8","104",A10,A10,9512.914,"9",Boreal PLain,7905.145
"104084","4","8","104",A10,A10,9512.914,"6",Boreal Shield,1607.769
"106084","4","8","106",A12,A12,9463.223,"9",Boreal PLain,9463.220
"108084","4","8","108",A12,A12,9562.691,"9",Boreal PLain,9562.691
"109084","4","8","109",A12,A12,9266.788,"9",Boreal PLain,9266.787
"112084","4","8","112",A12,A12,71.974,"9",Boreal PLain,37.956
"112084","4","8","112",A12,A12,71.974,"6",Boreal Shield,34.018
"112084","4","8","112",A13,A13,6650.128,"9",Boreal PLain,6638.172
"112084","4","8","112",A13,A13,6650.128,"6",Boreal Shield,11.957
"114084","4","8","114",A13,A13,1910.212,"5",Taiga Shield,1910.212
"116084","4","8","116",A13,A13,9512.516,"9",Boreal PLain,47.479
"116084","4","8","116",A13,A13,9512.516,"5",Taiga Shield,9465.037
"118084","4","8","118",A13,A13,9448.032,"9",Boreal PLain,591.234
"118084","4","8","118",A13,A13,9448.032,"5",Taiga Shield,8856.797
"119084","4","8","119",A13,A13,9528.777,"9",Boreal PLain,1563.786
"119084","4","8","119",A13,A13,9528.777,"5",Taiga Shield,7964.992
"122084","4","8","122",A13,A13,9451.685,"9",Boreal PLain,184.151
"122084","4","8","122",A13,A13,9451.685,"5",Taiga Shield,9267.533
"123084","4","8","123",A13,A13,9535.438,"5",Taiga Shield,9535.439
"126084","4","8","126",A13,A13,9651.346,"5",Taiga Shield,9651.346
"056094","4","9","56",LO1,L51,9478.274,"9",Boreal PLain,9478.274
"057094","4","9","57",LO1,L51,9454.246,"9",Boreal PLain,9454.246
"060094","4","9","60",LO1,L51,9535.633,"9",Boreal PLain,9535.633
"061094","4","9","61",LO1,L51,9499.881,"9",Boreal PLain,9499.881
"064094","4","9","64",LO1,L51,9502.712,"9",Boreal PLain,9502.712
"065094","4","9","65",LO1,L51,9482.433,"9",Boreal PLain,9482.433
"067094","4","9","67",L1,L01,4759.659,"9",Boreal PLain,4759.660
"067094","4","9","67",L9,L09,4763.587,"9",Boreal PLain,4763.588
"070094","4","9","70",L1,L01,4740.979,"9",Boreal PLain,4740.979
"070094","4","9","70",L9,L09,4745.495,"9",Boreal PLain,4745.494
"071094","4","9","71",L1,L01,4780.145,"9",Boreal PLain,4780.146
"071094","4","9","71",L9,L09,4779.583,"9",Boreal PLain,4779.583
"074094","4","9","74",L1,L01,9458.769,"9",Boreal PLain,9458.769
"074094","4","9","74",L11,L11,0.001,"9",Boreal PLain,0.000
"075094","4","9","75",L1,L01,2976.017,"9",Boreal PLain,2976.016
"075094","4","9","75",L11,L11,6549.736,"9",Boreal PLain,6549.738
"077094","4","9","77",L11,L11,9490.114,"9",Boreal PLain,9490.114
"079094","4","9","79",L11,L11,9532.110,"9",Boreal PLain,9532.112
"081094","4","9","81",A16,A16,9486.492,"9",Boreal PLain,9486.492
"084094","4","9","84",A16,A16,9504.368,"9",Boreal PLain,9504.368
"085094","4","9","85",A16,A16,9480.985,"9",Boreal PLain,9480.985
"087094","4","9","87",A16,A16,9533.385,"9",Boreal PLain,9533.387
"089094","4","9","89",A16,A16,9475.183,"9",Boreal PLain,9475.183
"091094","4","9","91",A16,A16,9553.599,"9",Boreal PLain,9553.600
"092094","4","9","92",A16,A16,9506.387,"9",Boreal PLain,9506.387
"095094","4","9","95",A16,A16,9533.542,"9",Boreal PLain,9533.543
"097094","4","9","97",A16,A16,9484.235,"9",Boreal PLain,9484.235
"099094","4","9","99",A16,A16,9537.038,"9",Boreal PLain,9537.039
"101094","4","9","101",A10,A10,9492.957,"9",Boreal PLain,9492.957
"102094","4","9","102",A10,A10,9459.227,"9",Boreal PLain,9459.226
"105094","4","9","105",A12,A12,2381.895,"9",Boreal PLain,2381.887
"106094","4","9","106",A12,A12,4220.856,"9",Boreal PLain,4220.854
"109094","4","9","109",A12,A12,5736.543,"9",Boreal PLain,5736.541
"115094","4","9","115",A13,A13,1499.147,"9",Boreal PLain,1352.026
"115094","4","9","115",A13,A13,1499.147,"5",Taiga Shield,147.120
"116094","4","9","116",A13,A13,3425.468,"9",Boreal PLain,2887.696
"116094","4","9","116",A13,A13,3425.468,"5",Taiga Shield,537.761
"119094","4","9","119",A13,A13,2708.314,"9",Boreal PLain,2517.219
"119094","4","9","119",A13,A13,2708.314,"5",Taiga Shield,191.088
"120094","4","9","120",A13,A13,4258.193,"9",Boreal PLain,2950.528
"120094","4","9","120",A13,A13,4258.193,"5",Taiga Shield,1307.666
"122094","4","9","122",A13,A13,2218.699,"9",Boreal PLain,2011.777
"122094","4","9","122",A13,A13,2218.699,"5",Taiga Shield,206.923
"123094","4","9","123",A13,A13,5465.406,"9",Boreal PLain,3176.791
"123094","4","9","123",A13,A13,5465.406,"5",Taiga Shield,2288.615
"126094","4","9","126",A13,A13,9648.245,"9",Boreal PLain,5025.598
"126094","4","9","126",A13,A13,9648.245,"5",Taiga Shield,4622.647
"056104","4","10","56",LO1,L51,9486.970,"9",Boreal PLain,9486.970
"058104","4","10","58",LO1,L51,9460.699,"9",Boreal PLain,9460.699
"060104","4","10","60",LO1,L51,9529.720,"9",Boreal PLain,9529.720
"062104","4","10","62",LO1,L51,9459.680,"9",Boreal PLain,9459.679
"064104","4","10","64",LO1,L51,9506.465,"9",Boreal PLain,9506.465
"065104","4","10","65",LO1,L51,9480.893,"9",Boreal PLain,9480.893
"104234","4","23","104",A9,A09,9514.435,"9",Boreal PLain,9514.435
"045244","4","24","45",RO1,R51,4614.010,"10",Prairie,4614.005
"046244","4","24","46",RO1,R51,5483.043,"10",Prairie,5483.041
"055244","4","24","55",LO1,L51,9560.451,"10",Prairie,9560.453
"056244","4","24","56",LO1,L51,9521.763,"10",Prairie,9521.763
"059244","4","24","59",LO1,L51,9516.214,"9",Boreal PLain,4019.533
"059244","4","24","59",LO1,L51,9516.214,"10",Prairie,5496.683
"060244","4","24","60",LO1,L51,9516.478,"9",Boreal PLain,9189.353
"060244","4","24","60",LO1,L51,9516.478,"10",Prairie,327.124
"060244","4","24","60",SO1,S51,3.737,"9",Boreal PLain,3.737
"063244","4","24","63",LO1,L51,148.283,"9",Boreal PLain,148.284
"063244","4","24","63",SO1,S51,9307.181,"9",Boreal PLain,9307.182
"064244","4","24","64",SO1,S51,9508.716,"9",Boreal PLain,9508.716
"066244","4","24","66",SO1,S51,9407.206,"9",Boreal PLain,9407.205
"069244","4","24","69",S23,S23,9479.784,"9",Boreal PLain,9479.780
"069244","4","24","69",SO1,S51,0.004,"9",Boreal PLain,0.000
"070244","4","24","70",L2,L02,1688.044,"9",Boreal PLain,1688.045
"070244","4","24","70",S23,S23,7796.736,"9",Boreal PLain,7796.734
"073244","4","24","73",L2,L02,1054.916,"9",Boreal PLain,1054.919
"073244","4","24","73",S17,S17,8432.258,"9",Boreal PLain,8432.255
"074244","4","24","74",S17,S17,9462.025,"9",Boreal PLain,9462.024
"076244","4","24","76",S17,S17,6871.766,"9",Boreal PLain,6871.773
"076244","4","24","76",S18,S18,2640.413,"9",Boreal PLain,2640.406
"078244","4","24","78",S18,S18,9459.050,"9",Boreal PLain,9459.048
"080244","4","24","80",S18,S18,9506.703,"9",Boreal PLain,9506.703
"083244","4","24","83",S18,S18,802.219,"9",Boreal PLain,802.222
"083244","4","24","83",S22,S22,8745.633,"9",Boreal PLain,8745.632
"084244","4","24","84",S22,S22,9508.641,"9",Boreal PLain,9508.641
"086244","4","24","86",S22,S22,9454.088,"9",Boreal PLain,9454.087
"088244","4","24","88",S22,S22,9508.681,"9",Boreal PLain,9508.681
"090244","4","24","90",S22,S22,9471.616,"9",Boreal PLain,9471.614
"091244","4","24","91",S22,S22,9545.836,"9",Boreal PLain,9545.839
"094244","4","24","94",S22,S22,9465.097,"9",Boreal PLain,9465.095
"096244","4","24","96",S22,S22,9506.069,"9",Boreal PLain,9506.069
"098244","4","24","98",A9,A09,9453.004,"9",Boreal PLain,9453.002
"100244","4","24","100",A9,A09,9510.580,"9",Boreal PLain,9510.580
"101244","4","24","101",A9,A09,9487.722,"9",Boreal PLain,9487.722
"104244","4","24","104",A9,A09,9514.564,"9",Boreal PLain,9514.564
"001254","4","25","1",CO1,C51,56.445,"10",Prairie,56.444
"003254","4","25","3",CO1,C51,4732.420,"10",Prairie,4732.421
"006254","4","25","6",CO1,C51,3410.932,"10",Prairie,3410.932
"007254","4","25","7",CO1,C51,3103.180,"10",Prairie,3103.180
"009254","4","25","9",CO1,C51,5.384,"10",Prairie,5.384
"042254","4","25","42",RO1,R51,14.911,"10",Prairie,14.911
"044254","4","25","44",RO1,R51,8953.155,"10",Prairie,8953.155
"047254","4","25","47",RO1,R51,9518.782,"10",Prairie,9518.784
"048254","4","25","48",RO1,R51,9455.712,"10",Prairie,9455.712
"051254","4","25","51",RO1,R51,2715.886,"10",Prairie,2715.891
"051254","4","25","51",WO2,W52,688.842,"10",Prairie,688.845
"054254","4","25","54",LO1,L51,3945.093,"10",Prairie,3945.090
"054254","4","25","54",WO2,W52,1701.261,"10",Prairie,1701.259
"056254","4","25","56",LO1,L51,4993.740,"10",Prairie,4993.740
"056254","4","25","56",WO2,W52,4518.948,"10",Prairie,4518.948
"058254","4","25","58",LO1,L51,6254.318,"10",Prairie,6254.317
"058254","4","25","58",WO2,W52,3167.476,"10",Prairie,3167.475
"061254","4","25","61",SO1,S51,9494.709,"9",Boreal PLain,9396.662
"061254","4","25","61",SO1,S51,9494.709,"10",Prairie,98.047
"062254","4","25","62",SO1,S51,9404.899,"9",Boreal PLain,9404.897
"064254","4","25","64",SO1,S51,9507.694,"9",Boreal PLain,9507.694
"066254","4","25","66",S23,S23,9352.501,"9",Boreal PLain,9352.499
"066254","4","25","66",SO1,S51,130.544,"9",Boreal PLain,130.542
"068254","4","25","68",S23,S23,9490.204,"9",Boreal PLain,9490.204
"071254","4","25","71",S23,S23,6835.743,"9",Boreal PLain,6835.748
"071254","4","25","71",SO1,S51,2724.102,"9",Boreal PLain,2724.098
"072254","4","25","72",S17,S17,3796.440,"9",Boreal PLain,3796.438
"072254","4","25","72",S23,S23,2004.312,"9",Boreal PLain,2004.308
"072254","4","25","72",SO1,S51,3703.992,"9",Boreal PLain,3703.998
"074254","4","25","74",S17,S17,9456.151,"9",Boreal PLain,9456.149
"076254","4","25","76",S17,S17,9509.683,"9",Boreal PLain,9509.683
"078254","4","25","78",S17,S17,9460.762,"9",Boreal PLain,9460.761
"079254","4","25","79",S17,S17,6844.685,"9",Boreal PLain,6844.685
"079254","4","25","79",S18,S18,2681.645,"9",Boreal PLain,2681.646
"082254","4","25","82",S18,S18,9469.219,"9",Boreal PLain,9469.217
"084254","4","25","84",S22,S22,9517.182,"9",Boreal PLain,9517.182
"086254","4","25","86",S22,S22,9460.609,"9",Boreal PLain,9460.607
"088254","4","25","88",S22,S22,9509.135,"9",Boreal PLain,9509.135
"089254","4","25","89",S22,S22,9486.572,"9",Boreal PLain,9486.572
"092254","4","25","92",S22,S22,7821.247,"9",Boreal PLain,7821.247
"093254","4","25","93",S22,S22,7798.379,"9",Boreal PLain,7798.379
"085085","5","8","85",S10,S10,9489.315,"9",Boreal PLain,9489.315
"086085","5","8","86",S10,S10,9463.356,"9",Boreal PLain,9463.354
"088085","5","8","88",S10,S10,9509.436,"9",Boreal PLain,9509.436
"091085","5","8","91",P21,P21,9551.634,"9",Boreal PLain,9551.636
"092085","5","8","92",P21,P21,9509.774,"9",Boreal PLain,9509.774
"095085","5","8","95",P21,P21,9543.064,"9",Boreal PLain,9543.066
"096085","5","8","96",P21,P21,9512.974,"9",Boreal PLain,9512.974
"098085","5","8","98",F26,F26,9468.469,"9",Boreal PLain,9468.467
"100085","5","8","100",F26,F26,9511.581,"9",Boreal PLain,9511.581
"102085","5","8","102",F26,F26,9470.078,"9",Boreal PLain,9470.076
"105085","5","8","105",F26,F26,9488.897,"9",Boreal PLain,9488.897
"106085","5","8","106",F26,F26,9437.002,"9",Boreal PLain,9437.001
"108085","5","8","108",F26,F26,9513.728,"9",Boreal PLain,9513.728
"110085","5","8","110",F26,F26,6869.795,"9",Boreal PLain,6869.790
"110085","5","8","110",FO1,F51,2587.693,"9",Boreal PLain,2587.697
"112085","5","8","112",F26,F26,9507.761,"4",Taiga Plain,9507.761
"113085","5","8","113",F26,F26,9483.734,"4",Taiga Plain,9483.734
"116085","5","8","116",F10,F10,9508.568,"4",Taiga Plain,9508.568
"118085","5","8","118",F10,F10,9462.029,"4",Taiga Plain,9462.028
"120085","5","8","120",F10,F10,9507.472,"4",Taiga Plain,9507.472
"022095","5","9","22",B11,B11,9491.816,"14",Montane Cordillera,9491.814
"023095","5","9","23",B11,B11,9535.001,"14",Montane Cordillera,9535.003
"026095","5","9","26",B11,B11,6708.299,"14",Montane Cordillera,6708.298
"026095","5","9","26",B12,B12,394.096,"14",Montane Cordillera,394.095
"027095","5","9","27",B11,B11,7132.667,"9",Boreal PLain,2922.731
"027095","5","9","27",B11,B11,7132.667,"14",Montane Cordillera,4209.931
"027095","5","9","27",B12,B12,828.176,"9",Boreal PLain,521.096
"027095","5","9","27",B12,B12,828.176,"14",Montane Cordillera,307.078
"030095","5","9","30",B12,B12,3555.832,"9",Boreal PLain,3555.829
"030095","5","9","30",R10,R10,5905.991,"9",Boreal PLain,5905.992
"031095","5","9","31",B12,B12,22.309,"9",Boreal PLain,22.309
"031095","5","9","31",R10,R10,9509.042,"9",Boreal PLain,9509.044
"033095","5","9","33",R10,R10,9490.078,"9",Boreal PLain,9490.078
"036095","5","9","36",R10,R10,9504.565,"9",Boreal PLain,9504.565
"037095","5","9","37",R10,R10,9484.457,"9",Boreal PLain,9484.457
"040095","5","9","40",R10,R10,817.447,"9",Boreal PLain,817.445
"040095","5","9","40",R15,R15,8684.487,"9",Boreal PLain,8684.489
"041095","5","9","41",R15,R15,9481.825,"9",Boreal PLain,9481.825
"043095","5","9","43",R15,R15,9535.245,"9",Boreal PLain,9535.247
"045095","5","9","45",R14,R14,0.002,"9",Boreal PLain,0.000
"045095","5","9","45",R15,R15,9487.200,"9",Boreal PLain,9487.202
"047095","5","9","47",R14,R14,1322.338,"9",Boreal PLain,1322.338
"047095","5","9","47",R15,R15,8198.989,"9",Boreal PLain,8198.991
"050095","5","9","50",R15,R15,7604.061,"9",Boreal PLain,7604.056
"050095","5","9","50",RO1,R51,62.523,"9",Boreal PLain,62.523
"050095","5","9","50",WO2,W52,1781.360,"9",Boreal PLain,1781.362
"051095","5","9","51",R15,R15,9525.613,"9",Boreal PLain,9525.615
"053095","5","9","53",WO2,W52,9489.861,"9",Boreal PLain,9489.861
"055095","5","9","55",WO1,W51,9405.518,"9",Boreal PLain,9405.519
"057095","5","9","57",WO2,W52,9406.103,"9",Boreal PLain,9406.103
"058095","5","9","58",WO2,W52,9414.391,"9",Boreal PLain,9414.390
"061095","5","9","61",W14,W14,7653.917,"9",Boreal PLain,7653.917
"061095","5","9","61",WO2,W52,1843.594,"9",Boreal PLain,1843.594
"063095","5","9","63",W14,W14,9524.485,"9",Boreal PLain,9524.487
"065095","5","9","65",W14,W14,9481.765,"9",Boreal PLain,9481.765
"067095","5","9","67",S20,S20,8321.993,"9",Boreal PLain,8321.985
"067095","5","9","67",W14,W14,1210.955,"9",Boreal PLain,1210.965
"068095","5","9","68",S20,S20,9505.360,"9",Boreal PLain,9505.360
"071095","5","9","71",S20,S20,8750.985,"9",Boreal PLain,8750.991
"071095","5","9","71",SO2,S52,788.454,"9",Boreal PLain,788.449
"072095","5","9","72",S20,S20,3757.920,"9",Boreal PLain,3757.920
"072095","5","9","72",SO2,S52,5746.168,"9",Boreal PLain,5746.168
"075095","5","9","75",S17,S17,5025.159,"9",Boreal PLain,5025.162
"075095","5","9","75",SO2,S52,4489.945,"9",Boreal PLain,4489.943
"077095","5","9","77",S17,S17,9486.663,"9",Boreal PLain,9486.663
