TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha
"100095","5","9","100",F26,F26,9510.981
"102095","5","9","102",F26,F26,9462.701
"105095","5","9","105",F26,F26,9489.074
"106095","5","9","106",F26,F26,9436.702
"108095","5","9","108",F26,F26,5686.606
"108095","5","9","108",FO1,F51,3825.208
"110095","5","9","110",F26,F26,9458.722
"112095","5","9","112",F26,F26,9506.911
"113095","5","9","113",F26,F26,9483.182
"116095","5","9","116",F10,F10,9508.474
"117095","5","9","117",F10,F10,9484.494
"120095","5","9","120",F10,F10,9508.974
"021105","5","10","21",B11,B11,620.607
"023105","5","10","23",B11,B11,8841.336
"023105","5","10","23",BO1,B51,0.001
"026105","5","10","26",B11,B11,667.408
"027105","5","10","27",B11,B11,2156.178
"030105","5","10","30",B11,B11,987.073
"030105","5","10","30",B12,B12,221.713
"030105","5","10","30",R10,R10,4827.390
"030105","5","10","30",R11,R11,3427.767
"031105","5","10","31",R10,R10,6613.193
"031105","5","10","31",R11,R11,2921.304
"033105","5","10","33",R10,R10,9489.963
"035105","5","10","35",R10,R10,9540.842
"037105","5","10","37",R10,R10,9482.790
"040105","5","10","40",R10,R10,1515.461
"040105","5","10","40",R15,R15,7985.696
"041105","5","10","41",R15,R15,9483.714
"043105","5","10","43",R15,R15,9539.070
"045105","5","10","45",R15,R15,9486.944
"047105","5","10","47",R15,R15,9517.509
"048105","5","10","48",R15,R15,9502.229
"051105","5","10","51",R15,R15,9499.948
"053105","5","10","53",WO2,W52,9491.773
"055105","5","10","55",WO1,W51,9536.087
"057105","5","10","57",W16,W16,1912.011
"057105","5","10","57",WO1,W51,7569.194
"058105","5","10","58",W16,W16,4014.108
"058105","5","10","58",WO1,W51,5457.607
"061105","5","10","61",W14,W14,9485.881
"062105","5","10","62",W14,W14,9453.619
"065105","5","10","65",W14,W14,9482.233
"067105","5","10","67",S20,S20,9533.888
"068105","5","10","68",S20,S20,9504.684
"071105","5","10","71",S20,S20,9151.390
"071105","5","10","71",SO2,S52,394.533
"072105","5","10","72",S20,S20,528.281
"072105","5","10","72",SO2,S52,8982.775
"075105","5","10","75",S17,S17,6331.921
"075105","5","10","75",SO2,S52,3185.870
"076105","5","10","76",S17,S17,9505.519
"078105","5","10","78",S17,S17,5266.187
"078105","5","10","78",S19,S19,4217.407
"081105","5","10","81",S19,S19,9489.139
"082105","5","10","82",S19,S19,9432.718
"085105","5","10","85",S10,S10,9490.586
"086105","5","10","86",S10,S10,9463.621
"088105","5","10","88",S10,S10,9509.285
"090105","5","10","90",P21,P21,9474.552
"092105","5","10","92",P21,P21,9509.249
"095105","5","10","95",P21,P21,9541.546
"096105","5","10","96",P21,P21,9511.346
"098105","5","10","98",F26,F26,9467.660
"100105","5","10","100",F26,F26,9510.326
"102105","5","10","102",F26,F26,9463.544
"103105","5","10","103",F26,F26,9542.549
"043205","5","20","43",E13,E13,2564.739
"043205","5","20","43",E14,E14,1437.709
"043205","5","20","43",R11,R11,156.687
"043205","5","20","43",R15,R15,3454.748
"044205","5","20","44",E14,E14,6666.542
"044205","5","20","44",R15,R15,2838.457
"046205","5","20","46",E14,E14,8906.084
"046205","5","20","46",R13,R13,534.970
"049205","5","20","49",E14,E14,9481.758
"050205","5","20","50",E14,E14,9436.103
"053205","5","20","53",R15,R15,9481.231
"054205","5","20","54",E14,E14,7864.743
"054205","5","20","54",R15,R15,1578.466
"056205","5","20","56",E14,E14,9514.597
"058205","5","20","58",E14,E14,2347.169
"058205","5","20","58",W15,W15,7129.859
"060205","5","20","60",W14,W14,9145.896
"060205","5","20","60",W15,W15,361.685
"063205","5","20","63",W14,W14,7422.310
"063205","5","20","63",W15,W15,2126.565
"064205","5","20","64",W14,W14,9506.429
"066205","5","20","66",S21,S21,1552.766
"066205","5","20","66",W14,W14,7911.066
"068205","5","20","68",S21,S21,3705.961
"068205","5","20","68",SO2,S52,5807.142
"070205","5","20","70",SO2,S52,9507.019
"071205","5","20","71",GO4,G54,245.858
"071205","5","20","71",SO2,S52,9309.760
"074205","5","20","74",GO4,G54,5033.172
"074205","5","20","74",SO2,S52,4410.233
"076205","5","20","76",PO5,P55,9510.242
"078205","5","20","78",PO5,P55,9479.595
"080205","5","20","80",PO5,P55,9509.006
"081205","5","20","81",PO5,P55,9483.255
"084205","5","20","84",PO5,P55,9475.495
"085205","5","20","85",PO5,P55,9445.570
"088205","5","20","88",P21,P21,6560.358
"088205","5","20","88",P22,P22,2690.761
"088205","5","20","88",PO5,P55,257.479
"090205","5","20","90",P21,P21,9456.981
"091205","5","20","91",P21,P21,9531.211
"094205","5","20","94",P21,P21,3350.707
"094205","5","20","94",PO5,P55,6126.570
"095205","5","20","95",P21,P21,343.866
"095205","5","20","95",PO5,P55,9209.535
"098205","5","20","98",P21,P21,542.916
"098205","5","20","98",PO5,P55,8927.725
"099205","5","20","99",PO5,P55,9543.050
"101205","5","20","101",F11,F11,637.000
"101205","5","20","101",M1,M01,8853.067
"104205","5","20","104",F11,F11,0.002
"104205","5","20","104",M1,M01,9510.447
"105205","5","20","105",F11,F11,9487.395
"105205","5","20","105",M1,M01,0.005
"108205","5","20","108",F11,F11,9511.083
"109205","5","20","109",F26,F26,9486.565
"111205","5","20","111",F26,F26,9535.944
"111205","5","20","111",FO1,F51,7.319
"113205","5","20","113",F26,F26,9489.577
"115205","5","20","115",F26,F26,9541.237
"118205","5","20","118",F26,F26,9462.945
"119205","5","20","119",F26,F26,9546.539
"121205","5","20","121",F26,F26,9487.046
"123205","5","20","123",F26,F26,9536.773
"125205","5","20","125",F26,F26,9485.487
"126205","5","20","126",F20,F20,4842.117
"126205","5","20","126",F26,F26,4841.550
"036215","5","21","36",R11,R11,397.591
"039215","5","21","39",R11,R11,6474.333
"042215","5","21","42",E13,E13,320.120
"043215","5","21","43",E13,E13,6318.562
"046215","5","21","46",E14,E14,9459.274
"048215","5","21","48",E14,E14,9500.291
"049215","5","21","49",E14,E14,9489.194
"052215","5","21","52",E14,E14,7542.682
"052215","5","21","52",R15,R15,1953.276
"053215","5","21","53",R15,R15,9480.344
"056215","5","21","56",E14,E14,9500.924
"057215","5","21","57",E14,E14,9440.035
"057215","5","21","57",W15,W15,47.460
"059215","5","21","59",W15,W15,9543.458
"062215","5","21","62",W14,W14,1283.577
"062215","5","21","62",W15,W15,8193.259
"063215","5","21","63",W14,W14,22.533
"063215","5","21","63",W15,W15,9526.075
"066215","5","21","66",G15,G15,518.038
"066215","5","21","66",GO4,G54,97.231
"066215","5","21","66",SO2,S52,1553.474
"066215","5","21","66",WO3,W53,7299.030
"067215","5","21","67",GO4,G54,115.359
"067215","5","21","67",SO2,S52,9387.622
"069215","5","21","69",GO4,G54,424.318
"069215","5","21","69",SO2,S52,9066.500
"071215","5","21","71",GO4,G54,8138.898
"071215","5","21","71",SO2,S52,1413.696
"073215","5","21","73",GO4,G54,9488.421
"076215","5","21","76",PO5,P55,9511.096
"077215","5","21","77",PO5,P55,9489.500
"079215","5","21","79",PO5,P55,9548.876
"081215","5","21","81",PO5,P55,9491.707
"083215","5","21","83",PO5,P55,9558.309
"084215","5","21","84",PO5,P55,9507.742
"087215","5","21","87",P22,P22,3766.973
"087215","5","21","87",PO5,P55,5721.937
"089215","5","21","89",P21,P21,2088.997
"089215","5","21","89",PO5,P55,7408.604
"091215","5","21","91",P21,P21,2272.407
"091215","5","21","91",PO5,P55,7245.644
"093215","5","21","93",P21,P21,756.310
"093215","5","21","93",PO5,P55,8729.088
"094215","5","21","94",P21,P21,129.079
"094215","5","21","94",PO5,P55,9343.228
"097215","5","21","97",P20,P20,9490.097
"098215","5","21","98",PO5,P55,9468.651
"101215","5","21","101",M1,M01,9488.408
"103215","5","21","103",M1,M01,9544.050
"104215","5","21","104",F11,F11,0.003
"104215","5","21","104",M1,M01,9511.661
"107215","5","21","107",F11,F11,9513.158
"108215","5","21","108",F11,F11,9511.675
"111215","5","21","111",F26,F26,9545.134
"112215","5","21","112",F26,F26,9513.851
"114215","5","21","114",F26,F26,9462.777
"116215","5","21","116",F26,F26,9510.903
"118215","5","21","118",F26,F26,9463.194
"121215","5","21","121",F26,F26,9486.884
"122215","5","21","122",F26,F26,9453.863
"124215","5","21","124",F26,F26,9509.705
"126215","5","21","126",F20,F20,9686.743
"043225","5","22","43",E13,E13,1948.410
"046225","5","22","46",E13,E13,3577.120
"046225","5","22","46",E14,E14,5876.578
"047225","5","22","47",E14,E14,9519.613
"049225","5","22","49",E14,E14,9481.197
"052225","5","22","52",E14,E14,7140.996
"052225","5","22","52",R15,R15,2356.736
"053225","5","22","53",E14,E14,2099.068
"053225","5","22","53",R15,R15,7370.576
"056225","5","22","56",E14,E14,9505.353
"057225","5","22","57",E14,E14,9487.738
"059225","5","22","59",W15,W15,9543.186
"061225","5","22","61",W15,W15,9487.148
"063225","5","22","63",W15,W15,9585.995
"066225","5","22","66",G15,G15,4742.375
"066225","5","22","66",GO4,G54,4507.609
"066225","5","22","66",SO2,S52,146.335
"066225","5","22","66",WO3,W53,32.329
"067225","5","22","67",GO4,G54,8669.936
"067225","5","22","67",SO2,S52,859.537
"069225","5","22","69",GO4,G54,8956.629
"069225","5","22","69",SO2,S52,530.062
"071225","5","22","71",GO4,G54,9550.370
"073225","5","22","73",GO4,G54,9481.926
"074225","5","22","74",GO4,G54,9437.004
"077225","5","22","77",PO5,P55,9482.511
"079225","5","22","79",PO5,P55,9540.008
"081225","5","22","81",PO5,P55,9492.158
"083225","5","22","83",GO3,G53,724.639
"083225","5","22","83",PO5,P55,8826.290
"084225","5","22","84",PO5,P55,9505.730
"087225","5","22","87",PO5,P55,9473.295
"088225","5","22","88",PO5,P55,9509.749
"055124","4","12","55",LO1,L51,808.410
"056124","4","12","56",LO1,L51,6424.700
"058124","4","12","58",LO1,L51,9402.868
"061124","4","12","61",LO1,L51,9492.175
"062124","4","12","62",LO1,L51,9450.638
"065124","4","12","65",LO1,L51,9478.333
"066124","4","12","66",LO1,L51,9443.871
"068124","4","12","68",L1,L01,7522.626
"068124","4","12","68",LO1,L51,1983.036
"070124","4","12","70",L1,L01,9524.907
"072124","4","12","72",L1,L01,9506.292
"075124","4","12","75",L1,L01,4777.249
"075124","4","12","75",L11,L11,4752.381
"076124","4","12","76",L11,L11,9508.848
"078124","4","12","78",L11,L11,9458.948
"080124","4","12","80",L11,L11,4753.800
"080124","4","12","80",L3,L03,4753.588
"082124","4","12","82",A16,A16,9468.753
"083124","4","12","83",A16,A16,9541.351
"086124","4","12","86",A16,A16,9454.510
"088124","4","12","88",A16,A16,9505.321
"090124","4","12","90",A16,A16,9470.110
"092124","4","12","92",A16,A16,9511.191
"093124","4","12","93",A16,A16,9489.518
"096124","4","12","96",A16,A16,9505.972
"097124","4","12","97",A16,A16,9485.273
"100124","4","12","100",A16,A16,9512.798
"102124","4","12","102",A10,A10,9463.532
"103124","4","12","103",A10,A10,9545.693
"125124","4","12","125",A13,A13,6351.703
"127124","4","12","127",A13,A13,30.945
"059134","4","13","59",LO1,L51,9397.799
"061134","4","13","61",LO1,L51,9366.643
"063134","4","13","63",LO1,L51,9535.296
"065134","4","13","65",LO1,L51,9485.698
"066134","4","13","66",LO1,L51,9472.502
"069134","4","13","69",L1,L01,6435.540
"069134","4","13","69",LO1,L51,3030.439
"070134","4","13","70",L1,L01,9486.168
"073134","4","13","73",L1,L01,9485.401
"075134","4","13","75",L1,L01,4778.460
"075134","4","13","75",L3,L03,4753.588
"076134","4","13","76",L11,L11,4756.553
"076134","4","13","76",L3,L03,4754.577
"079134","4","13","79",L3,L03,9532.045
"080134","4","13","80",L3,L03,9508.504
"083134","4","13","83",A16,A16,9542.877
"084134","4","13","84",A16,A16,9506.609
"086134","4","13","86",A16,A16,9455.701
"089134","4","13","89",A16,A16,9487.343
"090134","4","13","90",A16,A16,9471.201
"093134","4","13","93",A16,A16,9489.616
"094134","4","13","94",A16,A16,9468.128
"096134","4","13","96",A16,A16,9506.714
"098134","4","13","98",A16,A16,9454.956
"100134","4","13","100",A16,A16,9512.606
"103134","4","13","103",A10,A10,9543.308
"104134","4","13","104",A10,A10,9513.534
"125134","4","13","125",A13,A13,448.494
"090225","5","22","90",PO5,P55,9465.274
"092225","5","22","92",PO5,P55,9511.947
"094225","5","22","94",P14,P14,1185.067
"094225","5","22","94",PO5,P55,8296.136
"096225","5","22","96",P14,P14,4676.041
"096225","5","22","96",P20,P20,3168.365
"096225","5","22","96",PO5,P55,1667.542
"097225","5","22","97",P20,P20,9487.384
"100225","5","22","100",M1,M01,0.001
"100225","5","22","100",P14,P14,2763.584
"100225","5","22","100",P19,P19,4768.053
"100225","5","22","100",PO5,P55,1979.205
"101225","5","22","101",M1,M01,7907.578
"101225","5","22","101",P14,P14,0.002
"101225","5","22","101",PO5,P55,1582.331
"104225","5","22","104",F11,F11,0.004
"104225","5","22","104",M1,M01,9511.472
"106225","5","22","106",F11,F11,9432.148
"107225","5","22","107",F11,F11,9512.717
"110225","5","22","110",F26,F26,9461.639
"111225","5","22","111",F26,F26,9543.180
"114225","5","22","114",F26,F26,9462.704
"115225","5","22","115",F26,F26,9540.245
"117225","5","22","117",F26,F26,9486.847
"119225","5","22","119",F26,F26,9546.440
"121225","5","22","121",F26,F26,9486.992
"124225","5","22","124",F20,F20,9509.829
"125225","5","22","125",F20,F20,9484.907
"127225","5","22","127",F20,F20,30.503
"045235","5","23","45",E13,E13,9064.932
"047235","5","23","47",E13,E13,2732.589
"047235","5","23","47",E14,E14,6792.268
"048235","5","23","48",E14,E14,9496.761
"051235","5","23","51",E14,E14,9501.372
"052235","5","23","52",E14,E14,9497.688
"055235","5","23","55",E14,E14,9545.578
"057235","5","23","57",E14,E14,9489.462
"058235","5","23","58",E14,E14,6278.003
"058235","5","23","58",W15,W15,3197.673
"061235","5","23","61",W15,W15,9487.880
"062235","5","23","62",W15,W15,9473.279
"065235","5","23","65",G15,G15,9493.713
"066235","5","23","66",G15,G15,9483.083
"068235","5","23","68",G14,G14,528.109
"068235","5","23","68",GO4,G54,8981.345
"071235","5","23","71",G14,G14,922.078
"071235","5","23","71",G15,G15,1590.763
"071235","5","23","71",GO4,G54,7068.908
"072235","5","23","72",G14,G14,1521.072
"072235","5","23","72",G15,G15,7006.442
"072235","5","23","72",GO4,G54,984.808
"075235","5","23","75",GO4,G54,9492.911
"075235","5","23","75",S19,S19,0.001
"076235","5","23","76",GO4,G54,1879.673
"076235","5","23","76",PO5,P55,1349.657
"076235","5","23","76",S19,S19,4755.390
"076235","5","23","76",S26,S26,1511.401
"078235","5","23","78",GO3,G53,295.763
"078235","5","23","78",PO5,P55,9178.798
"080235","5","23","80",GO3,G53,5242.763
"080235","5","23","80",PO5,P55,4273.938
"082235","5","23","82",GO3,G53,4280.588
"082235","5","23","82",PO5,P55,5228.443
"085235","5","23","85",PO5,P55,9490.087
"086235","5","23","86",PO5,P55,9418.922
"088235","5","23","88",PO5,P55,9512.305
"090235","5","23","90",PO5,P55,9461.515
"092235","5","23","92",PO5,P55,9511.471
"093235","5","23","93",P20,P20,0.002
"093235","5","23","93",PO5,P55,9491.053
"096235","5","23","96",P14,P14,6344.423
"096235","5","23","96",P20,P20,3168.467
"098235","5","23","98",P19,P19,9470.544
"100235","5","23","100",P14,P14,1521.041
"100235","5","23","100",P19,P19,5818.057
"100235","5","23","100",PO5,P55,2171.224
"102235","5","23","102",M1,M01,4790.330
"102235","5","23","102",PO5,P55,4679.583
"103235","5","23","103",M1,M01,9536.417
"106235","5","23","106",F11,F11,9432.401
"107235","5","23","107",F11,F11,9514.152
"110235","5","23","110",F26,F26,9461.516
"112235","5","23","112",F26,F26,9512.903
"113235","5","23","113",F26,F26,9487.542
"116235","5","23","116",F26,F26,9512.165
"117235","5","23","117",F26,F26,9486.793
"120235","5","23","120",F26,F26,9511.212
"121235","5","23","121",F26,F26,9486.691
"123235","5","23","123",F20,F20,4484.744
"123235","5","23","123",F26,F26,4503.576
"125235","5","23","125",F20,F20,8946.311
"127235","5","23","127",F20,F20,30.816
"045245","5","24","45",E13,E13,2729.298
"048245","5","24","48",E13,E13,897.715
"048245","5","24","48",E14,E14,8597.964
"050245","5","24","50",E14,E14,9443.178
"050245","5","24","50",H1,H01,17.009
"051245","5","24","51",E14,E14,6083.934
"051245","5","24","51",E9,E09,1755.194
"051245","5","24","51",H1,H01,1660.602
"054245","5","24","54",E14,E14,9445.650
"055245","5","24","55",E14,E14,9530.958
"058245","5","24","58",E14,E14,6672.338
"058245","5","24","58",W15,W15,2801.603
"059245","5","24","59",W15,W15,9544.534
"061245","5","24","61",W15,W15,9487.260
"064245","5","24","64",G15,G15,9507.537
"065245","5","24","65",G15,G15,9489.423
"068245","5","24","68",G14,G14,7918.721
"068245","5","24","68",GO4,G54,1590.459
"069245","5","24","69",G14,G14,9156.231
"069245","5","24","69",GO4,G54,331.385
"071245","5","24","71",G14,G14,1187.796
"071245","5","24","71",G15,G15,4756.590
"071245","5","24","71",GO4,G54,3600.293
"073245","5","24","73",G15,G15,9490.940
"075245","5","24","75",GO4,G54,5075.380
"075245","5","24","75",S19,S19,4434.477
"078245","5","24","78",GO3,G53,7194.653
"078245","5","24","78",PO5,P55,2276.406
"079245","5","24","79",GO3,G53,9515.409
"081245","5","24","81",GO3,G53,6323.174
"081245","5","24","81",PO5,P55,3159.697
"083245","5","24","83",PO5,P55,9563.365
"085245","5","24","85",P19,P19,3943.876
"085245","5","24","85",PO5,P55,5545.143
"086245","5","24","86",P19,P19,2631.811
"086245","5","24","86",PO5,P55,6782.626
"089245","5","24","89",P14,P14,7108.559
"089245","5","24","89",PO5,P55,2372.527
"091245","5","24","91",P14,P14,3676.709
"091245","5","24","91",PO5,P55,5848.607
"093245","5","24","93",P14,P14,5953.813
"093245","5","24","93",PO5,P55,3531.620
"095245","5","24","95",P14,P14,3175.625
"095245","5","24","95",P20,P20,6380.556
"096245","5","24","96",P14,P14,3173.079
"096245","5","24","96",P20,P20,6338.705
"099245","5","24","99",P19,P19,9547.442
"100245","5","24","100",P19,P19,9447.007
"100245","5","24","100",PO5,P55,64.759
"103245","5","24","103",M1,M01,9540.957
"105245","5","24","105",F11,F11,9488.304
"105245","5","24","105",M1,M01,0.002
"106245","5","24","106",F11,F11,9423.650
"109245","5","24","109",F26,F26,8469.966
"110245","5","24","110",F26,F26,8451.188
"113245","5","24","113",F26,F26,6262.821
"114245","5","24","114",F26,F26,6248.626
"116245","5","24","116",F26,F26,4028.734
"119245","5","24","119",F26,F26,1750.540
"120245","5","24","120",F26,F26,1745.215
"046255","5","25","46",E13,E13,2889.166
"047255","5","25","47",E13,E13,3713.360
"049255","5","25","49",E13,E13,67.947
"049255","5","25","49",E14,E14,9409.225
"051255","5","25","51",E14,E14,1717.187
"051255","5","25","51",E9,E09,7123.341
"051255","5","25","51",H1,H01,675.182
"053255","5","25","53",E14,E14,9493.768
"054255","5","25","54",E14,E14,9468.418
"108064","4","6","108",A12,A12,9511.027
"113064","4","6","113",A12,A12,1746.045
"113064","4","6","113",A13,A13,7740.937
"123064","4","6","123",A13,A13,9535.302
"056074","4","7","56",LO1,L51,5556.076
"061074","4","7","61",LO1,L51,9489.130
"071074","4","7","71",L9,L09,9563.790
"076074","4","7","76",L11,L11,9512.690
"081074","4","7","81",L11,L11,9483.927
"091074","4","7","91",A16,A16,9545.678
"096074","4","7","96",A16,A16,9506.623
"106074","4","7","106",A12,A12,9461.698
"111074","4","7","111",A12,A12,7124.853
"121074","4","7","121",A13,A13,9486.352
"126074","4","7","126",A13,A13,9661.078
"055084","4","8","55",LO1,L51,3535.748
"060084","4","8","60",LO1,L51,9394.030
"070084","4","8","70",L9,L09,9490.059
"075084","4","8","75",L1,L01,41.097
"075084","4","8","75",L11,L11,9492.925
"058204","4","20","58",LO1,L51,8443.451
"068204","4","20","68",LO1,L51,9513.287
"073204","4","20","73",L2,L02,9484.141
"078204","4","20","78",S18,S18,9458.204
"088204","4","20","88",S22,S22,9508.509
