TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha
"107035","5","3","107",F23,F23,9514.762
"117035","5","3","117",F10,F10,9485.417
"012045","5","4","12",C5,C05,9502.392
"017045","5","4","17",B12,B12,2342.184
"017045","5","4","17",BO1,B51,7114.543
"017045","5","4","17",C5,C05,24.707
"027045","5","4","27",BO2,B52,9557.073
"032045","5","4","32",BO2,B52,9501.407
"042045","5","4","42",RO1,R51,9495.974
"047045","5","4","47",RO1,R51,9486.499
"057045","5","4","57",WO2,W52,9498.124
"062045","5","4","62",W16,W16,2987.344
"062045","5","4","62",WO2,W52,6495.374
"064155","5","15","64",W14,W14,9507.500
"069155","5","15","69",S20,S20,9486.511
"079155","5","15","79",M3,M03,9562.131
"084155","5","15","84",P21,P21,9510.518
"094155","5","15","94",P21,P21,9463.583
"099155","5","15","99",P21,P21,9543.891
"109155","5","15","109",FO1,F51,9494.126
"114155","5","15","114",F26,F26,9461.804
"124155","5","15","124",F10,F10,9511.032
"042165","5","16","42",R10,R10,4508.819
"042165","5","16","42",R15,R15,4969.732
"037165","5","16","37",R11,R11,9484.413
"052165","5","16","52",R15,R15,9506.893
"057165","5","16","57",R15,R15,9490.790
"067165","5","16","67",S21,S21,9523.390
"072165","5","16","72",SO2,S52,9510.063
"082165","5","16","82",P21,P21,9429.269
"087165","5","16","87",P21,P21,9534.358
"092165","5","16","92",P21,P21,9508.996
"102165","5","16","102",P21,P21,9466.147
"107165","5","16","107",F11,F11,9516.201
"107165","5","16","107",FO1,F51,0.006
"117165","5","16","117",F10,F10,4743.155
"117165","5","16","117",F26,F26,4743.060
"122165","5","16","122",F10,F10,9453.786
"036175","5","17","36",R11,R11,9503.607
"046175","5","17","46",R13,R13,9451.062
"051175","5","17","51",R13,R13,4741.139
"051175","5","17","51",R15,R15,4750.382
"061175","5","17","61",W14,W14,9490.850
"066175","5","17","66",S21,S21,1550.447
"066175","5","17","66",W14,W14,7901.523
"076175","5","17","76",S16,S16,0.003
"076175","5","17","76",SO2,S52,9505.489
"081175","5","17","81",S21,S21,9490.002
"091175","5","17","91",P21,P21,9539.420
"093064","4","6","93",A6,A06,9484.014
"053014","4","1","53",LO1,L51,559.554
"054014","4","1","54",LO1,L51,8568.188
"057014","4","1","57",LO1,L51,0.001
"057014","4","1","57",M10,M10,9478.895
"059014","4","1","59",M10,M10,0.001
"059014","4","1","59",M9,M09,9530.638
"060014","4","1","60",M9,M09,9506.853
"063014","4","1","63",LO1,L51,9534.036
"064014","4","1","64",LO1,L51,9514.993
"067014","4","1","67",L9,L09,9524.155
"068014","4","1","68",L9,L09,9507.749
"071014","4","1","71",L9,L09,9556.215
"073014","4","1","73",L9,L09,9488.381
"074014","4","1","74",L11,L11,9465.050
"074014","4","1","74",L9,L09,0.001
"077014","4","1","77",L11,L11,9485.129
"078014","4","1","78",L11,L11,9464.001
"081014","4","1","81",L11,L11,9476.060
"083014","4","1","83",L11,L11,9542.596
"084014","4","1","84",L11,L11,9516.760
"087014","4","1","87",A16,A16,9538.383
"088014","4","1","88",A16,A16,9513.852
"091014","4","1","91",A16,A16,9539.832
"093014","4","1","93",A16,A16,0.001
"093014","4","1","93",A6,A06,9478.988
"094014","4","1","94",A6,A06,9463.668
"097014","4","1","97",A6,A06,9457.393
"098014","4","1","98",A6,A06,9438.638
"101014","4","1","101",A11,A11,9483.021
"102014","4","1","102",A11,A11,9462.996
"105014","4","1","105",A11,A11,0.001
"105014","4","1","105",A12,A12,9487.327
"107014","4","1","107",A12,A12,9414.534
"108014","4","1","108",A12,A12,9386.810
"111014","4","1","111",A12,A12,9536.765
"112014","4","1","112",A12,A12,9510.988
"115014","4","1","115",A12,A12,9463.924
"116014","4","1","116",A12,A12,9432.485
"118014","4","1","118",A12,A12,5903.731
"118014","4","1","118",A13,A13,3471.979
"121014","4","1","121",A13,A13,9485.928
"122014","4","1","122",A13,A13,9450.879
"124014","4","1","124",A13,A13,9511.257
"126014","4","1","126",A13,A13,9685.091
"054024","4","2","54",LO1,L51,2843.842
"056024","4","2","56",LO1,L51,8362.219
"056024","4","2","56",M10,M10,1117.931
"057024","4","2","57",LO1,L51,628.910
"057024","4","2","57",M10,M10,8858.948
"060024","4","2","60",LO1,L51,9512.455
"061024","4","2","61",LO1,L51,9487.092
"064024","4","2","64",LO1,L51,9519.032
"046284","4","28","46",RO1,R51,5207.898
"066024","4","2","66",LO1,L51,9474.879
"067024","4","2","67",L9,L09,9528.769
"070024","4","2","70",L9,L09,9484.448
"071024","4","2","71",L9,L09,9558.175
"074024","4","2","74",L11,L11,9459.532
"075024","4","2","75",L11,L11,9533.201
"078024","4","2","78",L11,L11,9463.585
"080024","4","2","80",L11,L11,9501.879
"081024","4","2","81",L11,L11,9480.768
"048284","4","28","48",RO1,R51,3268.459
"084024","4","2","84",L11,L11,9508.843
"085024","4","2","85",A16,A16,9486.927
"088024","4","2","88",A16,A16,9503.965
"089024","4","2","89",A16,A16,9482.089
"091024","4","2","91",A16,A16,9540.422
"094024","4","2","94",A6,A06,9464.587
"095024","4","2","95",A6,A06,9522.589
"098024","4","2","98",A6,A06,9442.638
"099024","4","2","99",A11,A11,9543.079
"101024","4","2","101",A11,A11,9489.701
"103024","4","2","103",A11,A11,9536.729
"105024","4","2","105",A12,A12,9486.187
"107024","4","2","107",A12,A12,9541.018
"109024","4","2","109",A12,A12,9488.247
"111024","4","2","111",A12,A12,9535.521
"112024","4","2","112",A12,A12,9510.915
"050284","4","28","50",RO1,R51,2031.105
"050284","4","28","50",WO2,W52,1205.030
"115024","4","2","115",A12,A12,9539.442
"116024","4","2","116",A12,A12,9509.798
"051284","4","28","51",WO2,W52,1182.213
"073144","4","14","73",L3,L03,9485.836
"057144","4","14","57",LO1,L51,4647.781
"059144","4","14","59",LO1,L51,9493.827
"062144","4","14","62",LO1,L51,266.464
"062144","4","14","62",M7,M07,9192.027
"063144","4","14","63",LO1,L51,1587.862
"063144","4","14","63",M7,M07,7913.667
"065144","4","14","65",LO1,L51,9482.004
"067144","4","14","67",LO1,L51,9525.883
"069144","4","14","69",LO1,L51,9489.578
"070144","4","14","70",L8,L08,9501.756
"075144","4","14","75",L3,L03,9530.403
"077144","4","14","77",L3,L03,9488.790
"079144","4","14","79",L3,L03,9529.616
"080144","4","14","80",L3,L03,9507.316
"083144","4","14","83",A16,A16,9541.792
"084144","4","14","84",A16,A16,9506.095
"096254","4","25","96",S22,S22,5594.522
"087144","4","14","87",A16,A16,9528.617
"089144","4","14","89",A16,A16,9486.135
"090144","4","14","90",A16,A16,9470.067
"093144","4","14","93",A16,A16,9489.292
"094144","4","14","94",A16,A16,9467.855
"097144","4","14","97",A16,A16,9486.581
"097254","4","25","97",A9,A09,5577.343
"098144","4","14","98",A16,A16,9457.097
"100144","4","14","100",A16,A16,9511.507
"103144","4","14","103",A10,A10,9543.825
"104144","4","14","104",A10,A10,9512.320
"100254","4","25","100",A9,A09,3296.123
"102254","4","25","102",A9,A09,3269.282
"104254","4","25","104",A9,A09,1052.629
"054284","4","28","54",WO2,W52,1168.199
"127034","4","3","127",A13,A13,30.414
"057154","4","15","57",LO1,L51,385.427
"060154","4","15","60",LO1,L51,9498.507
"062154","4","15","62",M7,M07,9430.779
"063154","4","15","63",M7,M07,9505.156
"066154","4","15","66",LO1,L51,9467.781
"067154","4","15","67",LO1,L51,9526.544
"070154","4","15","70",L8,L08,7127.961
"070154","4","15","70",LO1,L51,2373.773
"071154","4","15","71",L8,L08,9567.649
"073154","4","15","73",L8,L08,9486.783
"076154","4","15","76",L3,L03,9510.159
"077154","4","15","77",L3,L03,9488.608
"080154","4","15","80",L3,L03,9508.638
"081154","4","15","81",A16,A16,9484.080
"083154","4","15","83",A16,A16,9542.907
"085154","4","15","85",A16,A16,9478.193
"087154","4","15","87",A16,A16,9522.119
"090154","4","15","90",A16,A16,9471.901
"091154","4","15","91",A16,A16,9551.544
"093154","4","15","93",A16,A16,9489.715
"095154","4","15","95",A16,A16,9540.514
"097154","4","15","97",A16,A16,9485.255
"098154","4","15","98",A16,A16,9455.830
"101154","4","15","101",A10,A10,9488.536
"103154","4","15","103",A10,A10,9542.417
"094254","4","25","94",S22,S22,7771.490
"001264","4","26","1",CO1,C51,8464.566
"004264","4","26","4",CO1,C51,9519.963
"005264","4","26","5",CO1,C51,9487.995
"008264","4","26","8",CO1,C51,9464.950
"008264","4","26","8",CO2,C52,25.839
"010264","4","26","10",CO2,C52,46.914
"011264","4","26","11",CO2,C52,1124.383
"049264","4","26","49",RO1,R51,9481.147
"041264","4","26","41",RO1,R51,4641.240
"043264","4","26","43",RO1,R51,9627.833
"045264","4","26","45",RO1,R51,9479.049
"046264","4","26","46",RO1,R51,9447.919
"051264","4","26","51",RO1,R51,146.088
"051264","4","26","51",WO2,W52,9351.635
"053264","4","26","53",WO2,W52,8528.978
"055264","4","26","55",WO2,W52,9530.443
"056264","4","26","56",WO2,W52,9528.333
"059264","4","26","59",WO2,W52,9515.298
"060264","4","26","60",SO1,S51,9522.322
"060264","4","26","60",WO2,W52,9.717
"083264","4","26","83",S18,S18,2747.428
"063264","4","26","63",SO1,S51,9469.478
"065264","4","26","65",S23,S23,2568.042
"065264","4","26","65",SO1,S51,6928.193
"066264","4","26","66",S23,S23,8974.526
"066264","4","26","66",SO1,S51,527.354
"069264","4","26","69",S23,S23,3961.676
"069264","4","26","69",SO1,S51,5531.043
"070264","4","26","70",SO1,S51,9499.083
"073264","4","26","73",S17,S17,9211.005
"084264","4","26","84",S22,S22,2740.116
"074264","4","26","74",S17,S17,9169.507
"076264","4","26","76",S17,S17,7022.756
"079264","4","26","79",S17,S17,4677.481
"079264","4","26","79",S18,S18,259.479
"080264","4","26","80",S17,S17,1957.570
"080264","4","26","80",S18,S18,2964.684
"003274","4","27","3",CO1,C51,9546.351
"004274","4","27","4",CO1,C51,9508.297
"006274","4","27","6",CO1,C51,9515.755
"008274","4","27","8",CO1,C51,7001.988
"008274","4","27","8",CO2,C52,2512.881
"010274","4","27","10",CO2,C52,9494.990
"011274","4","27","11",CO2,C52,9562.530
"014274","4","27","14",CO2,C52,2544.595
"038274","4","27","38",RO1,R51,598.932
"039274","4","27","39",RO1,R51,3710.093
"041274","4","27","41",RO1,R51,9477.822
"044274","4","27","44",RO1,R51,9494.430
"045274","4","27","45",RO1,R51,9478.567
"048274","4","27","48",RO1,R51,9496.044
"049274","4","27","49",RO1,R51,9506.300
"001284","4","28","1",C4,C04,2041.745
"001284","4","28","1",CO1,C51,4168.682
"051274","4","27","51",WO2,W52,9492.537
"053274","4","27","53",WO2,W52,9506.701
"055274","4","27","55",WO2,W52,8572.914
"058274","4","27","58",WO2,W52,8520.209
"059274","4","27","59",WO2,W52,6408.829
"061274","4","27","61",SO1,S51,6424.429
"063274","4","27","63",SO1,S51,4042.491
"003284","4","28","3",CO1,C51,9444.496
"005284","4","28","5",CO1,C51,9495.549
"006284","4","28","6",CO1,C51,9493.217
"009284","4","28","9",CO2,C52,9467.870
"010284","4","28","10",CO2,C52,9496.509
"013284","4","28","13",CO2,C52,9482.225
"015284","4","28","15",CO2,C52,9447.273
"016284","4","28","16",CO2,C52,5260.431
"019284","4","28","19",BO1,B51,3394.295
"020284","4","28","20",BO1,B51,429.517
"036284","4","28","36",BO2,B52,0.001
"036284","4","28","36",RO1,R51,9031.519
"038284","4","28","38",RO1,R51,8739.664
"040284","4","28","40",RO1,R51,7300.548
"043284","4","28","43",RO1,R51,5274.865
"044284","4","28","44",RO1,R51,5229.818
"002294","4","29","2",CO1,C51,7051.858
"004294","4","29","4",CO1,C51,9483.695
"006294","4","29","6",CO1,C51,9481.404
"007294","4","29","7",CO1,C51,3947.431
"007294","4","29","7",CO2,C52,5550.388
"010294","4","29","10",C5,C05,2501.528
"010294","4","29","10",CO2,C52,7015.013
"011294","4","29","11",C5,C05,794.707
"011294","4","29","11",CO2,C52,8716.616
"014294","4","29","14",CO2,C52,9472.835
"105105","5","10","105",F26,F26,6318.261
"105105","5","10","105",FO1,F51,3174.111
"107105","5","10","107",F26,F26,8597.530
"107105","5","10","107",FO1,F51,920.454
"109105","5","10","109",F26,F26,460.567
"109105","5","10","109",FO1,F51,9027.788
"111105","5","10","111",F26,F26,9534.445
"112105","5","10","112",F26,F26,9506.704
"115105","5","10","115",F10,F10,9542.989
"116105","5","10","116",F10,F10,9509.713
"119105","5","10","119",F10,F10,9544.526
"120105","5","10","120",F10,F10,9509.555
"122105","5","10","122",F10,F10,9450.830
"125105","5","10","125",F10,F10,9485.684
"126105","5","10","126",F10,F10,9521.964
"021115","5","11","21",B11,B11,361.928
"022115","5","11","22",B11,B11,1772.360
"024115","5","11","24",B11,B11,1812.393
"024115","5","11","24",BO1,B51,750.964
"028115","5","11","28",B11,B11,1429.131
"031115","5","11","31",R11,R11,9531.211
"032115","5","11","32",R10,R10,455.790
"032115","5","11","32",R11,R11,9048.130
"034115","5","11","34",R10,R10,8937.764
"034115","5","11","34",R11,R11,529.625
"036115","5","11","36",R10,R10,9506.736
"038115","5","11","38",R10,R10,9491.110
"039115","5","11","39",R10,R10,9551.868
"042115","5","11","42",R10,R10,9226.842
"042115","5","11","42",R15,R15,237.200
"044115","5","11","44",R15,R15,9503.601
"046115","5","11","46",R15,R15,9453.434
"048115","5","11","48",R15,R15,9508.614
"049115","5","11","49",R15,R15,9490.414
"052115","5","11","52",R15,R15,9502.970
"053115","5","11","53",WO1,W51,9486.075
"056115","5","11","56",R15,R15,8105.910
"056115","5","11","56",W16,W16,0.003
"056115","5","11","56",WO1,W51,1385.338
"058115","5","11","58",W16,W16,6716.713
"058115","5","11","58",WO1,W51,2770.215
"059115","5","11","59",W16,W16,4994.921
"059115","5","11","59",WO1,W51,4550.451
"062115","5","11","62",W14,W14,9472.275
"063115","5","11","63",W14,W14,9530.863
"066115","5","11","66",S20,S20,782.835
"066115","5","11","66",W14,W14,8684.313
"067115","5","11","67",S20,S20,9535.477
"069115","5","11","69",S20,S20,9488.675
"072115","5","11","72",S20,S20,8401.743
"072115","5","11","72",SO2,S52,1114.165
"073115","5","11","73",S20,S20,0.002
"073115","5","11","73",SO2,S52,9496.435
"076115","5","11","76",S17,S17,9506.523
"077115","5","11","77",S17,S17,9486.188
"007065","5","6","7",C5,C05,2406.432
"079115","5","11","79",M3,M03,7969.281
"079115","5","11","79",S19,S19,1586.129
"081115","5","11","81",S19,S19,9489.114
"083115","5","11","83",S19,S19,9508.139
"086115","5","11","86",S10,S10,9463.914
"087115","5","11","87",S10,S10,9537.260
"089115","5","11","89",S10,S10,9488.110
"091115","5","11","91",P21,P21,9550.140
"093115","5","11","93",P21,P21,9485.824
"094115","5","11","94",P21,P21,9462.724
"097115","5","11","97",F26,F26,9488.177
"099115","5","11","99",F26,F26,9542.626
"101115","5","11","101",F26,F26,9486.053
"103115","5","11","103",F26,F26,9544.379
"104115","5","11","104",F26,F26,9513.458
"107115","5","11","107",F26,F26,4679.527
"107115","5","11","107",FO1,F51,4838.331
"108115","5","11","108",F26,F26,1217.480
"108115","5","11","108",FO1,F51,8296.130
"111115","5","11","111",F26,F26,9533.090
"113115","5","11","113",F26,F26,9484.094
"114115","5","11","114",F26,F26,9461.861
"117115","5","11","117",F10,F10,9484.935
"118115","5","11","118",F10,F10,9461.106
"121115","5","11","121",F10,F10,9485.682
"122115","5","11","122",F10,F10,9454.678
"124115","5","11","124",F10,F10,9511.344
"127115","5","11","127",F10,F10,29.777
"008065","5","6","8",C5,C05,830.628
"008065","5","6","8",CO1,C51,101.752
"008065","5","6","8",CO2,C52,75.787
"031125","5","12","31",R11,R11,4854.705
"032125","5","12","32",R11,R11,9503.947
"035125","5","12","35",R10,R10,4243.951
"035125","5","12","35",R11,R11,5291.540
"037125","5","12","37",R10,R10,9484.866
"038125","5","12","38",R10,R10,9485.887
"041125","5","12","41",R10,R10,9483.595
"042125","5","12","42",R10,R10,8547.332
"042125","5","12","42",R15,R15,923.199
"045125","5","12","45",R13,R13,3366.337
"045125","5","12","45",R15,R15,6119.078
"046125","5","12","46",R13,R13,3982.798
"046125","5","12","46",R15,R15,5466.338
"048125","5","12","48",R15,R15,9511.701
"051125","5","12","51",R15,R15,9503.998
"052125","5","12","52",R15,R15,9503.559
"055125","5","12","55",R15,R15,2389.559
"055125","5","12","55",WO1,W51,7153.499
"056125","5","12","56",R15,R15,5289.478
"056125","5","12","56",WO1,W51,4222.752
"058125","5","12","58",W16,W16,7648.177
"058125","5","12","58",WO1,W51,1839.508
"060125","5","12","60",W16,W16,9013.541
"060125","5","12","60",WO1,W51,495.313
"062125","5","12","62",W14,W14,9466.032
"065125","5","12","65",W14,W14,9485.192
"066125","5","12","66",S20,S20,2344.377
"066125","5","12","66",W14,W14,7116.002
"068125","5","12","68",S20,S20,9507.261
"070125","5","12","70",S20,S20,9483.235
"072125","5","12","72",S20,S20,9506.922
"072125","5","12","72",SO2,S52,0.003
"073125","5","12","73",S20,S20,0.005
"073125","5","12","73",SO2,S52,9484.702
"076125","5","12","76",S19,S19,9500.897
"078125","5","12","78",M3,M03,9480.653
"080125","5","12","80",M3,M03,9466.715
"080125","5","12","80",S19,S19,42.017
"082125","5","12","82",S19,S19,9432.462
"083125","5","12","83",S19,S19,9507.472
"086125","5","12","86",S10,S10,9463.501
"087125","5","12","87",S10,S10,9537.399
"090125","5","12","90",P21,P21,9474.791
"092125","5","12","92",P21,P21,9507.508
"093125","5","12","93",P21,P21,9485.421
"096125","5","12","96",P21,P21,9509.318
"097125","5","12","97",F26,F26,9487.304
"100125","5","12","100",F26,F26,9508.269
"101125","5","12","101",F26,F26,9485.242
"103125","5","12","103",F26,F26,9544.448
"106125","5","12","106",FO1,F51,9441.998
"107125","5","12","107",FO1,F51,9517.719
"110125","5","12","110",F26,F26,7081.143
"110125","5","12","110",FO1,F51,2377.360
"111125","5","12","111",F26,F26,9530.945
"113125","5","12","113",F26,F26,9484.121
"115125","5","12","115",F26,F26,9543.960
"117125","5","12","117",F10,F10,9485.094
"120125","5","12","120",F10,F10,9510.600
"121125","5","12","121",F10,F10,9485.922
"123125","5","12","123",F10,F10,9538.370
"125125","5","12","125",F10,F10,9485.812
"127125","5","12","127",F10,F10,29.560
"119024","4","2","119",A13,A13,9535.148
"121024","4","2","121",A13,A13,9486.472
"123024","4","2","123",A13,A13,9535.269
"124024","4","2","124",A13,A13,9510.722
"127024","4","2","127",A13,A13,30.092
"055034","4","3","55",LO1,L51,8746.991
"057034","4","3","57",LO1,L51,9262.239
"057034","4","3","57",M10,M10,178.236
"059034","4","3","59",LO1,L51,9525.360
"061034","4","3","61",LO1,L51,9480.754
"062034","4","3","62",LO1,L51,9474.332
"065034","4","3","65",LO1,L51,9485.800
"066034","4","3","66",LO1,L51,9458.915
"069034","4","3","69",L9,L09,9489.207
"071034","4","3","71",L9,L09,9566.522
"072034","4","3","72",L9,L09,9516.702
"075034","4","3","75",L11,L11,9531.020
"076034","4","3","76",L11,L11,9510.765
"079034","4","3","79",L11,L11,9534.616
"080034","4","3","80",L11,L11,9508.085
"082034","4","3","82",L11,L11,9466.887
"085034","4","3","85",A16,A16,9488.581
"086034","4","3","86",A16,A16,9464.326
"089034","4","3","89",A16,A16,9485.740
"090034","4","3","90",A16,A16,9464.828
"092034","4","3","92",A16,A16,9507.830
"094034","4","3","94",A6,A06,9463.788
"096034","4","3","96",A6,A06,9507.069
"099034","4","3","99",A11,A11,9543.055
"100034","4","3","100",A11,A11,9512.528
"102034","4","3","102",A11,A11,9461.327
"104034","4","3","104",A11,A11,9509.488
"106034","4","3","106",A12,A12,9459.166
"107034","4","3","107",A12,A12,9539.972
"110034","4","3","110",A12,A12,9455.467
"112034","4","3","112",A12,A12,9511.011
"114034","4","3","114",A12,A12,9458.346
"116034","4","3","116",A12,A12,8738.117
"116034","4","3","116",A13,A13,772.748
"117034","4","3","117",A12,A12,63.023
"117034","4","3","117",A13,A13,9423.424
"120034","4","3","120",A13,A13,9510.696
"121034","4","3","121",A13,A13,9486.292
"124034","4","3","124",A13,A13,9511.043
"125034","4","3","125",A13,A13,9486.313
"055044","4","4","55",LO1,L51,2710.459
"058044","4","4","58",LO1,L51,9468.824
"059044","4","4","59",LO1,L51,9524.839
"062044","4","4","62",LO1,L51,9462.981
"063044","4","4","63",LO1,L51,9530.042
"065044","4","4","65",LO1,L51,9486.699
"067044","4","4","67",L9,L09,9524.262
"069044","4","4","69",L9,L09,9488.762
"072044","4","4","72",L9,L09,9531.819
"073044","4","4","73",L11,L11,4743.131
"073044","4","4","73",L9,L09,4768.002
"080044","4","4","80",L11,L11,9509.431
"075044","4","4","75",L11,L11,9532.983
"077044","4","4","77",L11,L11,9490.894
"079044","4","4","79",L11,L11,9535.532
"083044","4","4","83",L11,L11,9541.274
"085044","4","4","85",A16,A16,9487.113
"087044","4","4","87",A16,A16,9536.488
"089044","4","4","89",A16,A16,9485.785
"090044","4","4","90",A16,A16,9466.275
"093044","4","4","93",A6,A06,9484.735
"094044","4","4","94",A6,A06,9463.183
"097044","4","4","97",A6,A06,9580.500
"099044","4","4","99",A11,A11,9542.061
"100044","4","4","100",A11,A11,9512.522
"103044","4","4","103",A11,A11,9538.966
"104044","4","4","104",A11,A11,9511.444
"060164","4","16","60",LO1,L51,9501.117
"062164","4","16","62",LO1,L51,9445.512
"064164","4","16","64",M7,M07,9504.483
"066164","4","16","66",LO1,L51,9478.257
"067164","4","16","67",LO1,L51,9536.478
"070164","4","16","70",LO1,L51,9503.540
"071164","4","16","71",LO1,L51,9567.486
"074164","4","16","74",L3,L03,9458.189
"076164","4","16","76",L3,L03,9508.760
"077164","4","16","77",L3,L03,9483.031
"080164","4","16","80",L3,L03,9510.806
"081164","4","16","81",L3,L03,9490.688
"084164","4","16","84",A16,A16,9506.682
"085164","4","16","85",A16,A16,9497.590
"087164","4","16","87",A16,A16,9537.160
"090164","4","16","90",A16,A16,9472.145
"091164","4","16","91",A16,A16,9551.360
"094164","4","16","94",A16,A16,9468.217
"095164","4","16","95",A16,A16,9540.102
"097164","4","16","97",A16,A16,9484.323
"099164","4","16","99",A16,A16,9537.922
"101164","4","16","101",A10,A10,9489.754
"104164","4","16","104",A10,A10,9514.017
"058174","4","17","58",LO1,L51,7427.045
"060174","4","17","60",LO1,L51,9506.758
"063174","4","17","63",LO1,L51,1583.229
"063174","4","17","63",M7,M07,7922.807
"064174","4","17","64",LO1,L51,1050.121
"064174","4","17","64",M7,M07,8461.139
"067174","4","17","67",LO1,L51,9543.337
"068174","4","17","68",LO1,L51,9513.975
"070174","4","17","70",LO1,L51,9503.713
"072174","4","17","72",LO1,L51,9504.943
"074174","4","17","74",L3,L03,9459.406
"077174","4","17","77",L3,L03,9490.586
"078174","4","17","78",L3,L03,9470.865
"080174","4","17","80",L3,L03,9509.999
"082174","4","17","82",L3,L03,9484.296
"084174","4","17","84",A16,A16,9504.782
"085174","4","17","85",A16,A16,9481.442
"088174","4","17","88",A16,A16,9509.088
"090174","4","17","90",A16,A16,9473.282
"092174","4","17","92",A16,A16,9512.023
"094174","4","17","94",A16,A16,9468.973
"095174","4","17","95",A16,A16,9541.484
"098174","4","17","98",A16,A16,9454.557
"099174","4","17","99",A9,A09,9535.895
"102174","4","17","102",A9,A09,9464.492
"104174","4","17","104",A9,A09,9514.159
"016294","4","29","16",CO2,C52,9511.503
"017294","4","29","17",BO1,B51,9506.024
"020294","4","29","20",BO1,B51,8006.918
"021294","4","29","21",BO1,B51,3060.562
"003304","4","30","3",C5,C05,1050.622
"003304","4","30","3",CO1,C51,4846.923
"005304","4","30","5",CO1,C51,6921.735
"007304","4","30","7",CO1,C51,3543.075
"007304","4","30","7",CO2,C52,1391.231
"003015","5","1","3",C5,C05,9368.262
"005015","5","1","5",CO1,C51,9496.131
"007015","5","1","7",CO1,C51,8114.336
"007015","5","1","7",CO2,C52,1422.474
"009015","5","1","9",CO2,C52,9459.615
"010015","5","1","10",C5,C05,1974.310
"010015","5","1","10",CO2,C52,7512.307
"013015","5","1","13",C5,C05,7181.209
"013015","5","1","13",CO2,C52,2196.899
"014015","5","1","14",CO2,C52,9354.516
"017015","5","1","17",BO1,B51,9483.292
"019015","5","1","19",BO1,B51,9541.963
"020015","5","1","20",BO1,B51,9515.937
"027015","5","1","27",BO2,B52,6298.430
"028015","5","1","28",BO2,B52,9467.041
"030015","5","1","30",BO2,B52,7915.180
"033015","5","1","33",BO2,B52,7929.357
"034015","5","1","34",BO2,B52,8124.691
"037015","5","1","37",RO1,R51,9499.449
"038015","5","1","38",RO1,R51,9485.267
"040015","5","1","40",RO1,R51,9508.309
"042015","5","1","42",RO1,R51,9475.460
"044015","5","1","44",RO1,R51,9487.337
"047015","5","1","47",RO1,R51,9523.660
"048015","5","1","48",RO1,R51,9519.504
"050015","5","1","50",RO1,R51,6567.739
"050015","5","1","50",WO2,W52,2873.434
"052015","5","1","52",WO2,W52,9494.787
"054015","5","1","54",WO2,W52,9436.459
"055015","5","1","55",WO2,W52,9534.730
"058015","5","1","58",WO2,W52,9480.965
"060015","5","1","60",SO1,S51,8679.487
"060015","5","1","60",WO2,W52,830.918
"062015","5","1","62",SO1,S51,9471.473
"064015","5","1","64",S25,S25,76.373
"064015","5","1","64",SO1,S51,9433.244
"065015","5","1","65",SO1,S51,9478.663
"068015","5","1","68",S24,S24,6005.148
"068015","5","1","68",SO1,S51,3498.747
"069015","5","1","69",S24,S24,6327.458
"069015","5","1","69",SO1,S51,3159.945
"072015","5","1","72",S17,S17,9008.337
"072015","5","1","72",S24,S24,490.815
"072015","5","1","72",SO1,S51,0.001
"085015","5","1","85",S11,S11,9487.825
"074015","5","1","74",S17,S17,9460.518
"075015","5","1","75",S17,S17,9500.376
"078015","5","1","78",S17,S17,9448.099
"079015","5","1","79",S17,S17,9516.097
"082015","5","1","82",S18,S18,9412.769
"083015","5","1","83",S18,S18,9520.482
"088015","5","1","88",S11,S11,9506.493
"089015","5","1","89",S11,S11,9482.761
"092015","5","1","92",S14,S14,9512.312
"093015","5","1","93",S14,S14,9483.473
"095015","5","1","95",S14,S14,9502.739
"097015","5","1","97",F23,F23,9446.319
"099015","5","1","99",F23,F23,9518.411
"102015","5","1","102",F23,F23,9445.087
"103015","5","1","103",F23,F23,9506.009
"105015","5","1","105",F23,F23,9445.755
"107015","5","1","107",F23,F23,9512.525
"109015","5","1","109",F23,F23,9486.834
"110015","5","1","110",F23,F23,9456.826
"113015","5","1","113",F23,F23,9486.222
"114015","5","1","114",F23,F23,9463.526
"117015","5","1","117",F10,F10,9485.511
"119015","5","1","119",F10,F10,9550.472
"120015","5","1","120",F10,F10,9513.249
"003025","5","2","3",C5,C05,9100.870
"006025","5","2","6",CO1,C51,9467.126
"007025","5","2","7",CO1,C51,6295.421
"007025","5","2","7",CO2,C52,3220.138
"010025","5","2","10",CO2,C52,9522.510
"011025","5","2","11",C5,C05,3753.757
"011025","5","2","11",CO2,C52,5820.310
"013025","5","2","13",C5,C05,1841.530
"013025","5","2","13",CO2,C52,7672.820
"015025","5","2","15",CO2,C52,9533.748
"017025","5","2","17",BO1,B51,9482.581
"020025","5","2","20",BO1,B51,9507.552
"021025","5","2","21",BO1,B51,9498.228
"028025","5","2","28",BO2,B52,9494.864
"023025","5","2","23",BO1,B51,8913.575
"025025","5","2","25",BO2,B52,1310.967
"027025","5","2","27",BO2,B52,9560.099
"031025","5","2","31",BO2,B52,9545.211
"033025","5","2","33",BO2,B52,9490.858
"035025","5","2","35",BO2,B52,9533.409
"035025","5","2","35",RO1,R51,0.001
"037025","5","2","37",RO1,R51,9489.665
"038025","5","2","38",RO1,R51,9487.521
"041025","5","2","41",RO1,R51,9485.105
"042025","5","2","42",RO1,R51,9463.984
"045025","5","2","45",RO1,R51,9487.690
