Tree_num,Province,Ecozone,Genus,Species,Variety,DBH,Height
299,AB,4,ABIE,LAS,, 39.80, 19.90
300,AB,4,ABIE,LAS,, 39.90, 19.92
301,AB,4,ABIE,LAS,, 40.00, 19.94
302,AB,4,ABIE,LAS,, 40.10, 19.96
303,AB,4,ABIE,LAS,, 40.20, 19.98
304,AB,4,ABIE,LAS,, 40.30, 20.00
305,AB,4,ABIE,LAS,, 40.40, 20.02
306,AB,4,ABIE,LAS,, 40.50, 20.04
307,AB,4,ABIE,LAS,, 40.60, 20.05
308,AB,4,ABIE,LAS,, 40.70, 20.07
309,AB,4,ABIE,LAS,, 40.80, 20.09
310,AB,4,ABIE,LAS,, 40.90, 20.11
311,AB,4,ABIE,LAS,, 41.00, 20.13
312,AB,4,ABIE,LAS,, 41.10, 20.15
313,AB,4,ABIE,LAS,, 41.20, 20.17
314,AB,4,ABIE,LAS,, 41.30, 20.19
315,AB,4,ABIE,LAS,, 41.40, 20.20
316,AB,4,ABIE,LAS,, 41.50, 20.22
317,AB,4,ABIE,LAS,, 41.60, 20.24
318,AB,4,ABIE,LAS,, 41.70, 20.26
319,AB,4,ABIE,LAS,, 41.80, 20.28
320,AB,4,ABIE,LAS,, 41.90, 20.30
321,AB,4,ABIE,LAS,, 42.00, 20.32
322,AB,4,ABIE,LAS,, 42.10, 20.33
323,AB,4,ABIE,LAS,, 42.20, 20.35
324,AB,4,ABIE,LAS,, 42.30, 20.37
325,AB,4,ABIE,LAS,, 42.40, 20.39
326,AB,4,ABIE,LAS,, 42.50, 20.41
327,AB,4,ABIE,LAS,, 42.60, 20.43
328,AB,4,ABIE,LAS,, 42.70, 20.44
329,AB,4,ABIE,LAS,, 42.80, 20.46
330,AB,4,ABIE,LAS,, 42.90, 20.48
331,AB,4,ABIE,LAS,, 43.00, 20.50
332,AB,4,ABIE,LAS,, 43.10, 20.52
333,AB,4,ABIE,LAS,, 43.20, 20.54
334,AB,4,ABIE,LAS,, 43.30, 20.55
335,AB,4,ABIE,LAS,, 43.40, 20.57
336,AB,4,ABIE,LAS,, 43.50, 20.59
337,AB,4,ABIE,LAS,, 43.60, 20.61
338,AB,4,ABIE,LAS,, 43.70, 20.63
339,AB,4,ABIE,LAS,, 43.80, 20.64
340,AB,4,ABIE,LAS,, 43.90, 20.66
341,AB,4,ABIE,LAS,, 44.00, 20.68
342,AB,4,ABIE,LAS,, 44.10, 20.70
343,AB,4,ABIE,LAS,, 44.20, 20.72
344,AB,4,ABIE,LAS,, 44.30, 20.73
345,AB,4,ABIE,LAS,, 44.40, 20.75
346,AB,4,ABIE,LAS,, 44.50, 20.77
347,AB,4,ABIE,LAS,, 44.60, 20.79
348,AB,4,ABIE,LAS,, 44.70, 20.81
349,AB,4,ABIE,LAS,, 44.80, 20.82
350,AB,4,ABIE,LAS,, 44.90, 20.84
351,AB,4,ABIE,LAS,, 45.00, 20.86
352,AB,4,ABIE,LAS,, 45.10, 20.88
353,AB,4,ABIE,LAS,, 45.20, 20.89
354,AB,4,ABIE,LAS,, 45.30, 20.91
355,AB,4,ABIE,LAS,, 45.40, 20.93
356,AB,4,ABIE,LAS,, 45.50, 20.95
357,AB,4,ABIE,LAS,, 45.60, 20.96
358,AB,4,ABIE,LAS,, 45.70, 20.98
359,AB,4,ABIE,LAS,, 45.80, 21.00
360,AB,4,ABIE,LAS,, 45.90, 21.02
361,AB,4,ABIE,LAS,, 46.00, 21.03
362,AB,4,ABIE,LAS,, 46.10, 21.05
363,AB,4,ABIE,LAS,, 46.20, 21.07
364,AB,4,ABIE,LAS,, 46.30, 21.09
365,AB,4,ABIE,LAS,, 46.40, 21.10
366,AB,4,ABIE,LAS,, 46.50, 21.12
367,AB,4,ABIE,LAS,, 46.60, 21.14
368,AB,4,ABIE,LAS,, 46.70, 21.16
369,AB,4,ABIE,LAS,, 46.80, 21.17
370,AB,4,ABIE,LAS,, 46.90, 21.19
371,AB,4,ABIE,LAS,, 47.00, 21.21
372,AB,4,ABIE,LAS,, 47.10, 21.23
